,TeamName,Starter_1,Starter_2,Starter_3,Starter_4,Starter_5,Starter_6,Starter_7,Starter_8,Starter_9,Starter_10,Starter_11,Sub_1,Sub_2,Sub_3,Sub_4,Sub_5,Unused_1,Unused_2,Unused_3,Unused_4,Unused_5,Unused_6,Unused_7,Unused_8,Unused_9,Unused_10,Unused_11,Unused_12,Unused_13,Unused_14,Unused_15,Competition,Competition General,Date,Match
526,India,1 Gurpreet Singh Sandhu,2 Rahul Bheke,6 Adil Khan,18 Ashique Kuruniyan,5 Nishu Kumar,21 Pronay Halder,10 Brandon Fernandes,15 Udanta Singh,12 Farukh Choudhary,11 Sunil Chhetri,9 Manvir Singh,22 Anas Edathodika,3 Sarthak Golui,19 Vinit Rai,-,-,13 Dheeraj Singh,23 Amrinder Singh,4 Narender Gahlot,17 Mandar Rao Desai,20 Pritam Kotal,7 Anirudh Thapa,8 Sahal Abdul Samad,16 Seiminlen Doungel,14 Lallianzuala Chhangte,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Nov 19, 2019",Oman vs India
527,Bangladesh,1 Anisur Rahman Zico,4 Topu Barman,17 Riyadul Hasan Rafi,3 Rahmat Mia,14 Tariq Kazi,6 Jamal Bhuyan,11 Sohel Rana,21 Rakib Hossain,8 Biplu Ahmed,7 Masuk Miah Zoni,9 Motin Mia,5 Md Rimon Hossain,18 Manik Mollah,16 Mohammed Abdullah,10 Mehedi Hosson Royel,22 Mohamed Jewel,13 Rasel Liton,23 Sahidul Alam,12 Mehedi Hasan,15 Habibur Rahman Sohag,19 Mohammad Emon,2 Yeasin Arafat,20 Sumon Reza,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Jun 3, 2021",Bangladesh vs Afghanistan
527,Afghanistan,1 Ovays Azizi,4 Haroon Amiri,21 Sharif Mukhammad,16 Milad Intezar,3 David Najem,6 Noor Husin,8 Farshad Noor,10 Faysal Shayesteh,19 Omid Popalzay,17 Omran Haydary,18 Amiruddin Sharifi,2 Masih Saighani,12 Najim Haidary,5 Adam Najem,7 Zubayr Amiri,11 Norlla Amiri,22 Faisal Hamidi,23 Hamidullah Wakili,14 Hussain Alizada,15 Fardin Hakimi,9 Jabar Sharza,20 Hossein Zamani,13 Maziar Kouhyar,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Jun 3, 2021",Bangladesh vs Afghanistan
528,India,1 Gurpreet Singh Sandhu,5 Sandesh Jhingan,3 Subhasish Bose,20 Pritam Kotal,22 Ashique Kuruniyan,2 Rahul Bheke,8 Glan Martins,21 Suresh Singh,12 Bipin Singh,9 Manvir Singh,11 Sunil Chhetri,19 Akash Mishra,16 Apuia,7 Sahal Abdul Samad,15 Udanta Singh,17 Liston Colaco,13 Dheeraj Singh,23 Amrinder Singh,4 Narender Gahlot,6 Adil Khan,14 Pronay Halder,10 Brandon Fernandes,18 Ishan Pandita,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Jun 3, 2021",India vs Qatar
528,Qatar,1 Saad Al-Sheeb,16 Boualem Khoukhi,15 Bassam Al-Rawi,3 Abdelkarim Hassan,13 Musab Khoder,12 Karim Boudiaf,6 Abdulaziz Hatem,10 Hasan Al-Haydos,9 Yusuf Abdurisag,19 Almoez Ali,23 Mohammed Muntari,2 Homam Al-Amin,20 Abdullah Al-Ahrak,17 Ismaeel Mohammed,-,-,21 Mahmoud Abunada,22 Meshaal Barsham,5 Tarek Salman,18 Sultan Al-Brake,8 Pedro Miguel,4 Mohammed Waad,14 Abdullah Maarafiya,7 Hashim Ali,11 Abdulrasheed Ibrahim,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Jun 3, 2021",India vs Qatar
529,Qatar,22 Meshaal Barsham,16 Boualem Khoukhi,4 Mohammed Waad,3 Abdelkarim Hassan,13 Musab Khoder,12 Karim Boudiaf,6 Abdulaziz Hatem,10 Hasan Al-Haydos,11 Akram Afif,7 Ahmed Alaaeldin,19 Almoez Ali,23 Homam Al-Amin,8 Ahmed Fathi,20 Abdullah Al-Ahrak,2 Muayed Hassan,9 Yusuf Abdurisag,1 Mahmoud Abunada,21 Fahad Younes,5 Tarek Salman,14 Mohamed Emad Aiash,15 Jassem Gaber,18 Abdelrahman Moustafa,17 Ismaeel Mohammed,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Dec 4, 2020",Qatar vs Bangladesh
529,Bangladesh,23 Anisur Rahman Zico,4 Topu Barman,5 Riyadul Hasan Rafi,3 Rahmat Mia,2 Bishwanath Ghosh,6 Jamal Bhuyan,11 Sohel Rana,22 Saad Uddin,16 Mohammad Ibrahim,7 Biplu Ahmed,20 Mahbubur Rahman,14 Yeasin Khan,21 Rakib Hossain,9 Nabib Newaj Jibon,15 Sumon Reza,-,1 Ashraful Rana,19 Pappu Hossain,12 Yeasin Arafat,13 Atiqur Rahman Fahad,18 Manik Mollah,10 Robiul Hasan,17 Mohamed Sheikh Bablu,8 Tawhidul Sabuz,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Dec 4, 2020",Qatar vs Bangladesh
530,Afghanistan,1 Ovays Azizi,2 Masih Saighani,4 Haroon Amiri,16 Milad Intezar,3 David Najem,6 Noor Husin,10 Faysal Shayesteh,8 Farshad Noor,19 Omid Popalzay,17 Omran Haydary,18 Amiruddin Sharifi,5 Adam Najem,7 Zubayr Amiri,11 Norlla Amiri,-,-,22 Faisal Hamidi,23 Hamidullah Wakili,12 Najim Haidary,14 Hussain Alizada,15 Fardin Hakimi,21 Samir Samandari,7 Jabar Sharza,20 Hossein Zamani,13 Maziar Kouhyar,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Jun 11, 2021",Afghanistan vs Oman
530,Oman,18 Faiyz Al-Rusheidi,3 Fahmi Durbein,6 Juma Al-Habsi,17 Ali Al-Busaidi,21 Abdul Aziz Gheilani,23 Harib Al-Saadi,12 Abdullah Fawaz,8 Zahir Al-Aghbari,20 Salah Al-Yahyaei,9 Abdul Aziz Al-Muqbali,11 Muhsen Al-Ghassani,13 Khalid Al-Braiki,5 Amjad Al-Harthi,2 Yazed Al-Maashani,7 Khalid Al-Hajri,16 Mohammed Al-Ghafri,1 Ibrahim Al-Mukhaini,22 Ahmed Al-Rawahi,14 Ahmed Al-Kaabi,19 Omar Al-Fazari,4 Yaseen Al-Sheyadi,10 Mohsin Jouhar,15 Jameel Al-Yahmadi,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Jun 11, 2021",Afghanistan vs Oman
531,Bangladesh,1 Anisur Rahman Zico,4 Topu Barman,17 Riyadul Hasan Rafi,3 Rahmat Mia,14 Tariq Kazi,6 Jamal Bhuyan,18 Manik Mollah,21 Rakib Hossain,8 Biplu Ahmed,7 Masuk Miah Zoni,9 Motin Mia,16 Mohammed Abdullah,11 Mohammad Ibrahim,10 Mehedi Hosson Royel,20 Sumon Reza,-,13 Rasel Liton,23 Sahidul Alam,12 Mehedi Hasan,15 Habibur Rahman Sohag,19 Mohammad Emon,5 Md Rimon Hossain,2 Yeasin Arafat,22 Mohamed Jewel,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Jun 7, 2021",Bangladesh vs India
531,India,1 Gurpreet Singh Sandhu,4 Chinglensana Singh,5 Sandesh Jhingan,3 Subhasish Bose,8 Glan Martins,21 Suresh Singh,15 Udanta Singh,10 Brandon Fernandes,12 Bipin Singh,9 Manvir Singh,11 Sunil Chhetri,6 Adil Khan,14 Pronay Halder,22 Ashique Kuruniyan,19 Mohammed Yasir,17 Liston Colaco,13 Dheeraj Singh,23 Amrinder Singh,2 Akash Mishra,20 Pritam Kotal,7 Sahal Abdul Samad,16 Lallianzuala Chhangte,18 Ishan Pandita,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Jun 7, 2021",Bangladesh vs India
532,Oman,18 Faiyz Al-Rusheidi,6 Fahmi Durbein,6 Juma Al-Habsi,17 Ali Al-Busaidi,21 Abdul Aziz Gheilani,23 Harib Al-Saadi,12 Abdullah Fawaz,8 Zahir Al-Aghbari,20 Salah Al-Yahyaei,9 Abdul Aziz Al-Muqbali,11 Muhsen Al-Ghassani,13 Khalid Al-Braiki,5 Amjad Al-Harthi,7 Khalid Al-Hajri,16 Essam Al-Subhi,-,1 Ibrahim Al-Mukhaini,22 Ahmed Al-Rawahi,2 Saud Ali Al-Habsi,14 Ahmed Al-Kaabi,4 Arshad Al-Alawi,19 Omar Al-Fazari,10 Mohsin Jouhar,15 Jameel Al-Yahmadi,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Jun 7, 2021",Oman vs Qatar
532,Qatar,1 Saad Al-Sheeb,5 Tarek Salman,16 Boualem Khoukhi,15 Bassam Al-Rawi,3 Abdelkarim Hassan,13 Musab Khoder,12 Karim Boudiaf,6 Abdulaziz Hatem,10 Hasan Al-Haydos,19 Almoez Ali,23 Mohammed Muntari,2 Homam Al-Amin,4 Mohammed Waad,20 Abdullah Al-Ahrak,11 Akram Afif,17 Ismaeel Mohammed,21 Mahmoud Abunada,22 Meshaal Barsham,8 Ahmed Suhail,18 Sultan Al-Brake,14 Abdullah Maarafiya,7 Hashim Ali,9 Yusuf Abdurisag,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Jun 7, 2021",Oman vs Qatar
533,India,1 Gurpreet Singh Sandhu,4 Chinglensana Singh,3 Subhasish Bose,2 Rahul Bheke,8 Glan Martins,21 Suresh Singh,5 Sandesh Jhingan,10 Brandon Fernandes,22 Ashique Kuruniyan,9 Manvir Singh,11 Sunil Chhetri,16 Apuia,12 Bipin Singh,17 Liston Colaco,-,-,13 Dheeraj Singh,23 Amrinder Singh,19 Akash Mishra,20 Pritam Kotal,6 Adil Khan,14 Pronay Halder,7 Anirudh Thapa,18 Sahal Abdul Samad,15 Udanta Singh,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Jun 15, 2021",India vs Afghanistan
533,Afghanistan,1 Ovays Azizi,2 Masih Saighani,4 Haroon Amiri,16 Milad Intezar,3 David Najem,21 Sharif Mukhammad,6 Noor Husin,10 Faysal Shayesteh,8 Farshad Noor,19 Omid Popalzay,18 Amiruddin Sharifi,5 Adam Najem,20 Hossein Zamani,7 Zubayr Amiri,11 Norlla Amiri,-,22 Faisal Hamidi,23 Hamidullah Wakili,12 Najim Haidary,14 Hussain Alizada,15 Fardin Hakimi,17 Samir Samandari,9 Jabar Sharza,13 Maziar Kouhyar,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Jun 15, 2021",India vs Afghanistan
534,Bangladesh,1 Anisur Rahman Zico,4 Topu Barman,17 Riyadul Hasan Rafi,2 Yeasin Arafat,14 Tariq Kazi,5 Md Rimon Hossain,18 Manik Mollah,11 Mohammad Ibrahim,21 Rakib Hossain,16 Mohammed Abdullah,9 Motin Mia,19 Emon Mahmud,10 Mehedi Hosson Royel,20 Sumon Reza,22 Mohamed Jewel,-,13 Rasel Liton,23 Sahidul Alam,12 Mehedi Hasan,15 Habibur Rahman Sohag,-,-,-,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Jun 15, 2021",Bangladesh vs Oman
534,Oman,18 Faiyz Al-Rusheidi,3 Fahmi Durbein,13 Khalid Al-Braiki,14 Ahmed Al-Kaabi,5 Amjad Al-Harthi,4 Arshad Al-Alawi,19 Omar Al-Fazari,10 Mohsin Jouhar,15 Jameel Al-Yahmadi,7 Khalid Al-Hajri,16 Mohammed Al-Ghafri,6 Juma Al-Habsi,23 Yaseen Al-Sheyadi,2 Yazed Al-Maashani,8 Zahir Al-Aghbari,9 Abdul Aziz Al-Muqbali,1 Ibrahim Al-Mukhaini,22 Ahmed Al-Rawahi,21 Saud Ali Al-Habsi,12 Abdullah Fawaz,20 Salah Al-Yahyaei,11 Essam Al-Subhi,-,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Jun 15, 2021",Bangladesh vs Oman
535,Mongolia,18 Ariunbold Batsaikhan,3 Turbat Daginaa,20 Bilgüün Ganbold,23 Tsedenbal Norjmoogiin,17 Davajav Battur,10 Tsend-Ayush Khurelbaatar,6 Narmandakh Artag,13 Purevdorj Enkhbileg,4 Dulguun Amaraa,8 Gankhuyag Ser-Odyanjiv,19 Oyunbaatar Mijiddorj,9 Tugsbileg Batbold,14 Jansyerik Maratkhan,12 Baljinnyam Batbold,-,-,1 Munkh-Erdene Enkhtaivan,16 Saikhanchuluun Amarbayasgalan,5 Usukhbayar Sukhbaatar,2 Orkhon Munkh-Orgil,7 Sündorj Janchiv,22 Ganbold Ganbayar,15 Enkhtur Tsagaantsooj,21 Erdene-Ochir Mungunbagana,11 Nyam-Osor Naranbold,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Sep 5, 2019",Mongolia vs Myanmar
535,Myanmar,1 Kyaw Zin Htet,3 Zaw Min Tun,17 Soe Moe Kyaw,5 Nanda Kyaw,12 Kyaw Zin Lwin,21 Lwin Moe Aung,6 Hlaing Bo Bo,7 Maung Maung Lwin,16 Sithu Aung,9 Aung Thu,10 Kyaw Ko Ko,8 Kyi Lin,11 Than Paing,20 Suan Lam Mang,-,-,22 Pyae Lyan Aung,18 Kyaw Zin Phyo,2 Zaw Lin,15 Pyae Phyo Zaw,19 Thein Than Win,4 David Htan,23 Yan Aung Kyaw,14 Win Naing Soe,13 Kaung Si Thu,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Sep 5, 2019",Mongolia vs Myanmar
536,Tajikistan,1 Rustam Yatimov,4 Khurshed Beknazarov,6 Davronzhon Ergashev,19 Akhtam Nazarov,5 Iskandar Dzhalilov,20 Amirbek Dzhuraboev,7 Parvizdzhon Umarbaev,10 Alisher Dzhalilov,17 Ekhson Pandzhshanbe,11 Mukhammadzhon Rakhimov,21 Manuchekhr Dzhalilov,18 Komron Tursunov,12 Dzhakhongir Ergashev,14 Sheriddin Boboev,-,-,16 Shokhrukh Kirgizboev,23 Dilshod Dadoboev,13 Zoir Dzhuraboev,3 Tabrez Islomov,2 Manuchekhr Safarov,8 Karomatullo Saidov,22 Otabek Karimov,9 Sharafdzhon Solekhov,15 Ilkhomdzhon Barotov,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Sep 5, 2019",Tajikistan vs Kyrgyzstan
536,Kyrgyzstan,1 Pavel Matyash,3 Tamirlan Kozubaev,7 Azamat Baymatov,20 Bakhtiyar Duyshobekov,9 Edgar Bernhardt,18 Kayrat Zhyrgalbek uulu,11 Bekzhan Sagynbaev,10 Mirlan Murzaev,21 Farkhat Musabekov,23 Akhlidin Israilov,19 Vitaliy Lux,17 Tursunali Rustamov,22 Alimardon Shukurov,8 Abay Bokoleev,-,-,13 Kutman Kadyrbekov,16 Valeriy Kashuba,4 Mustafa Yusupov,2 Aleksandr Mishchenko,5 Andrey Dolzhenko,12 Odilzhon Abdurakhmanov,15 Murolimzhon Akhmedov,14 Ernist Batyrkanov,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Sep 5, 2019",Tajikistan vs Kyrgyzstan
537,Mongolia,18 Ariunbold Batsaikhan,3 Turbat Daginaa,20 Bilgüün Ganbold,23 Tsedenbal Norjmoogiin,17 Davajav Battur,10 Tsend-Ayush Khurelbaatar,6 Narmandakh Artag,13 Purevdorj Enkhbileg,4 Dulguun Amaraa,8 Gankhuyag Ser-Odyanjiv,19 Oyunbaatar Mijiddorj,9 Tugsbileg Batbold,14 Jansyerik Maratkhan,11 Nyam-Osor Naranbold,-,-,1 Munkh-Erdene Enkhtaivan,16 Saikhanchuluun Amarbayasgalan,5 Usukhbayar Sukhbaatar,2 Orkhon Munkh-Orgil,7 Sündorj Janchiv,22 Ganbold Ganbayar,15 Enkhtur Tsagaantsooj,21 Erdene-Ochir Mungunbagana,12 Baljinnyam Batbold,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Sep 10, 2019",Mongolia vs Tajikistan
537,Tajikistan,1 Rustam Yatimov,4 Khurshed Beknazarov,6 Davronzhon Ergashev,19 Akhtam Nazarov,5 Iskandar Dzhalilov,20 Amirbek Dzhuraboev,7 Parvizdzhon Umarbaev,10 Alisher Dzhalilov,17 Ekhson Pandzhshanbe,21 Manuchekhr Dzhalilov,11 Mukhammadzhon Rakhimov,2 Manuchekhr Safarov,12 Dzhakhongir Ergashev,-,-,-,16 Shokhrukh Kirgizboev,23 Fatkhullo Boboev,13 Zoir Dzhuraboev,3 Tabrez Islomov,8 Karomatullo Saidov,18 Komron Tursunov,14 Sheriddin Boboev,15 Ilkhomdzhon Barotov,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Sep 10, 2019",Mongolia vs Tajikistan
538,Myanmar,18 Kyaw Zin Phyo,3 Zaw Min Tun,17 Soe Moe Kyaw,5 Nanda Kyaw,2 Zaw Lin,7 Zaw Ye Tun,6 Hlaing Bo Bo,13 Kaung Si Thu,19 Thein Than Win,9 Aung Thu,11 Than Paing,16 Sithu Aung,21 Lwin Moe Aung,20 Suan Lam Mang,-,-,1 Kyaw Zin Htet,15 Pyae Phyo Zaw,4 David Htan,12 Kyaw Zin Lwin,23 Yan Aung Kyaw,14 Win Naing Soe,8 Kyi Lin,10 Kyaw Ko Ko,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Sep 10, 2019",Myanmar vs Japan
538,Japan,12 Shuichi Gonda,22 Maya Yoshida,16 Takehiro Tomiyasu,5 Yuto Nagatomo,19 Hiroki Sakai,13 Kento Hashimoto,7 Gaku Shibasaki,9 Takumi Minamino,10 Shoya Nakajima,21 Ritsu Doan,15 Yuya Osako,17 Takefusa Kubo,14 Junya Ito,18 Musashi Suzuki,-,-,1 Eiji Kawashima,23 Daniel Schmidt,4 Shinnosuke Hatanaka,2 Naomichi Ueda,20 Ko Itakura,3 Koki Anzai,6 Wataru Endo,8 Genki Haraguchi,11 Kensuke Nagai,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Sep 10, 2019",Myanmar vs Japan
539,Japan,12 Shuichi Gonda,22 Maya Yoshida,16 Takehiro Tomiyasu,5 Yuto Nagatomo,19 Hiroki Sakai,6 Wataru Endo,7 Gaku Shibasaki,9 Takumi Minamino,10 Shoya Nakajima,14 Junya Ito,11 Kensuke Nagai,3 Koki Anzai,8 Genki Haraguchi,18 Daichi Kamada,-,-,1 Eiji Kawashima,23 Daniel Schmidt,4 Shinnosuke Hatanaka,2 Naomichi Ueda,20 Ko Itakura,13 Kento Hashimoto,17 Takefusa Kubo,21 Ritsu Doan,15 Takuma Asano,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Oct 10, 2019",Japan vs Mongolia
539,Mongolia,18 Ariunbold Batsaikhan,3 Turbat Daginaa,23 Tsedenbal Norjmoogiin,20 Bilgüün Ganbold,17 Davajav Battur,6 Narmandakh Artag,10 Tsend-Ayush Khurelbaatar,13 Purevdorj Enkhbileg,4 Dulguun Amaraa,12 Baljinnyam Batbold,19 Oyunbaatar Mijiddorj,7 Sündorj Janchiv,14 Jansyerik Maratkhan,11 Nyam-Osor Naranbold,-,-,1 Munkh-Erdene Enkhtaivan,16 Saikhanchuluun Amarbayasgalan,5 Usukhbayar Sukhbaatar,21 Tuguldur Galt,2 Orkhon Munkh-Orgil,15 Temuulen Dugeree,22 Gerelt-Od Bat-Orgil,9 Tugsbileg Batbold,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Oct 10, 2019",Japan vs Mongolia
540,Kyrgyzstan,1 Pavel Matyash,2 Valeriy Kichin,3 Tamirlan Kozubaev,11 Bekzhan Sagynbaev,18 Kayrat Zhyrgalbek uulu,9 Edgar Bernhardt,21 Farkhat Musabekov,22 Alimardon Shukurov,8 Gulzhigit Alykulov,6 Viktor Maier,10 Mirlan Murzaev,7 Tursunali Rustamov,15 Murolimzhon Akhmedov,19 Vitaliy Lux,-,-,13 Kutman Kadyrbekov,16 Valeriy Kashuba,4 Mustafa Yusupov,5 Ayzar Akmatov,17 Akram Umarov,14 Avazbek Otkeev,20 Bakhtiyar Duyshobekov,23 Akhlidin Israilov,12 Odilzhon Abdurakhmanov,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Oct 10, 2019",Kyrgyzstan vs Myanmar
540,Myanmar,18 Kyaw Zin Phyo,3 Zaw Min Tun,5 Nanda Kyaw,7 Zaw Ye Tun,2 Zaw Lin,17 Soe Moe Kyaw,21 Zin Min Tun,6 Hlaing Bo Bo,16 Sithu Aung,9 Aung Thu,13 Kaung Si Thu,15 Pyae Phyo Zaw,19 Lwin Moe Aung,11 Than Paing,-,-,22 Pyae Lyan Aung,1 Pyae Phyo Aung,4 David Htan,12 Kyaw Zin Lwin,23 Yan Aung Kyaw,14 Win Naing Soe,10 Dway Ko Ko Chit,8 Kyi Lin,20 Suan Lam Mang,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Oct 10, 2019",Kyrgyzstan vs Myanmar
541,Mongolia,1 Munkh-Erdene Enkhtaivan,3 Turbat Daginaa,20 Bilgüün Ganbold,23 Tsedenbal Norjmoogiin,17 Davajav Battur,10 Tsend-Ayush Khurelbaatar,6 Narmandakh Artag,19 Oyunbaatar Mijiddorj,4 Dulguun Amaraa,8 Gankhuyag Ser-Odyanjiv,11 Nyam-Osor Naranbold,13 Purevdorj Enkhbileg,14 Jansyerik Maratkhan,12 Baljinnyam Batbold,-,-,16 Munkhbold Baldorj,18 Ariunbold Batsaikhan,2 Orkhon Munkh-Orgil,15 Temuulen Dugeree,22 Gerelt-Od Bat-Orgil,9 Tugsbileg Batbold,21 Baljinnyam Batmunkh,5 Batbayar Khash-Erdene,7 Tumur-Ochir Tserendovdon,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Oct 15, 2019",Mongolia vs Kyrgyzstan
541,Kyrgyzstan,1 Pavel Matyash,2 Valeriy Kichin,3 Tamirlan Kozubaev,11 Bekzhan Sagynbaev,18 Kayrat Zhyrgalbek uulu,9 Edgar Bernhardt,21 Farkhat Musabekov,22 Alimardon Shukurov,14 Gulzhigit Alykulov,10 Mirlan Murzaev,19 Vitaliy Lux,12 Odilzhon Abdurakhmanov,7 Tursunali Rustamov,15 Murolimzhon Akhmedov,-,-,13 Kutman Kadyrbekov,16 Valeriy Kashuba,4 Mustafa Yusupov,6 Ayzar Akmatov,17 Akram Umarov,14 Avazbek Otkeev,20 Bakhtiyar Duyshobekov,23 Akhlidin Israilov,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Oct 15, 2019",Mongolia vs Kyrgyzstan
542,Tajikistan,1 Rustam Yatimov,4 Khurshed Beknazarov,6 Davronzhon Ergashev,19 Akhtam Nazarov,2 Manuchekhr Safarov,20 Amirbek Dzhuraboev,17 Ekhson Pandzhshanbe,7 Parvizdzhon Umarbaev,10 Alisher Dzhalilov,12 Dzhakhongir Ergashev,21 Manuchekhr Dzhalilov,8 Karomatullo Saidov,14 Sheriddin Boboev,15 Tokhir Malodustov,-,-,16 Shokhrukh Kirgizboev,23 Fatkhullo Boboev,13 Zoir Dzhuraboev,3 Tabrez Islomov,22 Otabek Karimov,11 Mukhammadzhon Rakhimov,18 Komron Tursunov,5 Ilkhomdzhon Barotov,9 Shakhrom Samiev,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Oct 15, 2019",Tajikistan vs Japan
542,Japan,12 Shuichi Gonda,2 Naomichi Ueda,22 Maya Yoshida,5 Yuto Nagatomo,19 Hiroki Sakai,13 Kento Hashimoto,7 Gaku Shibasaki,9 Takumi Minamino,10 Shoya Nakajima,21 Ritsu Doan,18 Daichi Kamada,17 Takefusa Kubo,15 Takuma Asano,11 Kensuke Nagai,-,-,1 Eiji Kawashima,23 Daniel Schmidt,4 Shinnosuke Hatanaka,20 Ko Itakura,3 Koki Anzai,16 Sei Muroya,6 Wataru Endo,8 Genki Haraguchi,14 Junya Ito,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Oct 15, 2019",Tajikistan vs Japan
543,Myanmar,1 Kyaw Zin Htet,2 Nyein Chan,3 Zaw Min Tun,4 David Htan,6 Hlaing Bo Bo,16 Yan Naing Oo,23 Myo Ko Tun,12 Kyaw Zin Lwin,20 Suan Lam Mang,7 Maung Maung Lwin,9 Aung Thu,13 Zaw Ye Tun,17 Tin Win Aung,11 Than Paing,-,-,22 Pyae Lyan Aung,18 Kyaw Zin Phyo,15 Pyae Phyo Zaw,5 Nanda Kyaw,21 Nyein Chan Aung,14 Win Naing Soe,8 Zin Min Tun,10 Than Htet Aung,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Nov 14, 2019",Myanmar vs Tajikistan
543,Tajikistan,1 Rustam Yatimov,6 Davronzhon Ergashev,5 Iskandar Dzhalilov,19 Akhtam Nazarov,15 Farkhod Vasiev,20 Amirbek Dzhuraboev,7 Parvizdzhon Umarbaev,17 Ekhson Pandzhshanbe,10 Alisher Dzhalilov,22 Fatkhullo Fatkhulloev,21 Manuchekhr Dzhalilov,2 Manuchekhr Safarov,12 Dzhakhongir Ergashev,14 Sheriddin Boboev,-,-,16 Fatkhullo Boboev,16 Shokhrukh Kirgizboev,4 Khurshed Beknazarov,3 Tabrez Islomov,13 Nuriddin Davronov,22 Karomatullo Saidov,11 Mukhammadzhon Rakhimov,13 Komron Tursunov,15 Shakhrom Samiev,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Nov 14, 2019",Myanmar vs Tajikistan
544,Kyrgyzstan,13 Kutman Kadyrbekov,2 Valeriy Kichin,3 Tamirlan Kozubaev,4 Mustafa Yusupov,9 Edgar Bernhardt,6 Viktor Maier,11 Bekzhan Sagynbaev,8 Gulzhigit Alykulov,22 Alimardon Shukurov,21 Farkhat Musabekov,10 Mirlan Murzaev,14 Aleksandr Mishchenko,12 Odilzhon Abdurakhmanov,15 Murolimzhon Akhmedov,-,-,1 Pavel Matyash,16 Valeriy Kashuba,7 Azamat Baymatov,17 Akram Umarov,20 Bakhtiyar Duyshobekov,23 Akhlidin Israilov,19 Vitaliy Lux,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Nov 14, 2019",Kyrgyzstan vs Japan
