,TeamName,Starter_1,Starter_2,Starter_3,Starter_4,Starter_5,Starter_6,Starter_7,Starter_8,Starter_9,Starter_10,Starter_11,Sub_1,Sub_2,Sub_3,Sub_4,Sub_5,Unused_1,Unused_2,Unused_3,Unused_4,Unused_5,Unused_6,Unused_7,Unused_8,Unused_9,Unused_10,Unused_11,Unused_12,Unused_13,Unused_14,Unused_15,Competition,Date,Match
44,Martinique,23 Gilles Meslien,21 Sébastien Crétinoir,6 Jean-Sylvain Babin,5 Karl Vitulin,22 Romario Barthéléry,17 Patrick Burner,19 Daniel Hérelle,8 Yann Thimon,10 Kévin Fortuné,20 Stéphane Abaul,11 Emmanuel Rivière,18 Samuel Camille,12 Johnny Marajo,13 Christof Jougon,9 Enrick Reuperné,-,16 Arnaud Huyghues des Etages,1 Loïc Chauvet,4 Gérald Dondon,2 Florian Goma,3 Ambroise Félicitet,15 Yordan Thimon,14 Norman Grelet,-,-,-,-,-,-,-,-,Gold Cup 2021,"Jul 11, 2021",Canada vs Martinique
45,USA,1 Matt Turner,5 Walker Zimmerman,12 Miles Robinson,3 Sam Vines,20 Shaq Moore,23 Kellyn Acosta,14 Jackson Yueill,7 Paul Arriola,15 Jonathan Lewis,17 Sebastian Lletget,9 Gyasi Zardes,16 James Sands,6 Gianluca Busio,19 Eryk Williamson,8 Nicholas Gioacchini,11 Daryl Dike,22 Brad Guzan,18 Sean Johnson,4 Donovan Pines,21 George Bello,10 Cristian Roldán,13 Matthew Hoppe,-,-,-,-,-,-,-,-,-,Gold Cup 2021,"Jul 11, 2021",USA vs Haiti
45,Haiti,1 Brian Sylvestre,4 Ricardo Adé,13 Kevin Lafrance,17 Martin Expérience,2 Carlens Arcus,14 Leverton Pierre,21 Bryan Alceus,5 Stéphane Lambese,9 Duckens Nazon,10 Derrick Etienne Jr.,7 Carnejy Antoine,22 Alex Júnior,15 Dutherson Clerveaux,18 Ronaldo Damus,-,-,3 François Dulysse,8 Zachary Herivaux,11 Roberto Louima,-,-,-,-,-,-,-,-,-,-,-,-,Gold Cup 2021,"Jul 11, 2021",USA vs Haiti
46,Haiti,1 Brian Sylvestre,3 François Dulysse,4 Ricardo Adé,22 Alex Júnior,2 Carlens Arcus,14 Leverton Pierre,15 Dutherson Clerveaux,5 Stéphane Lambese,17 Martin Expérience,10 Derrick Etienne Jr.,7 Carnejy Antoine,16 Bicou Bissainthe,18 Ronaldo Damus,-,-,-,23 Alan Jérôme,12 Josué Duverger,13 Kevin Lafrance,-,-,-,-,-,-,-,-,-,-,-,-,Gold Cup 2021,"Jul 15, 2021",Haiti vs Canada
46,Canada,16 Maxime Crépeau,4 Kamal Miller,5 Steven Vitória,15 Doneil Henry,7 Stephen Eustaquio,14 Mark-Anthony Kaye,21 Jonathan Osorio,2 Alistair Johnston,12 Tajon Buchanan,9 Lucas Cavallini,17 Cyle Larin,22 Richie Laryea,6 Samuel Piette,10 Junior Hoilett,3 Tyler Pasher,20 Ayo Akinola,1 Dayne St. Clair,18 Jayson Leutwiler,13 Frank Sturing,8 Liam Fraser,11 Theo Corbeanu,-,-,-,-,-,-,-,-,-,-,Gold Cup 2021,"Jul 15, 2021",Haiti vs Canada
47,Martinique,23 Gilles Meslien,21 Sébastien Crétinoir,6 Jean-Sylvain Babin,17 Patrick Burner,19 Daniel Hérelle,20 Stéphane Abaul,4 Gérald Dondon,18 Samuel Camille,12 Johnny Marajo,10 Kévin Fortuné,11 Emmanuel Rivière,5 Karl Vitulin,14 Norman Grelet,8 Yann Thimon,13 Christof Jougon,9 Enrick Reuperné,16 Arnaud Huyghues des Etages,1 Loïc Chauvet,2 Florian Goma,3 Ambroise Félicitet,15 Yordan Thimon,-,-,-,-,-,-,-,-,-,-,Gold Cup 2021,"Jul 15, 2021",Martinique vs USA
47,USA,1 Matt Turner,5 Walker Zimmerman,12 Miles Robinson,16 James Sands,6 Gianluca Busio,19 Eryk Williamson,20 Shaq Moore,21 George Bello,10 Cristian Roldán,11 Daryl Dike,13 Matthew Hoppe,4 Donovan Pines,23 Kellyn Acosta,14 Jackson Yueill,9 Gyasi Zardes,8 Nicholas Gioacchini,22 Brad Guzan,18 Sean Johnson,3 Sam Vines,17 Sebastian Lletget,15 Jonathan Lewis,-,-,-,-,-,-,-,-,-,-,Gold Cup 2021,"Jul 15, 2021",Martinique vs USA
48,USA,1 Matt Turner,5 Walker Zimmerman,12 Miles Robinson,16 James Sands,3 Sam Vines,20 Shaq Moore,23 Kellyn Acosta,6 Gianluca Busio,17 Sebastian Lletget,9 Gyasi Zardes,11 Daryl Dike,4 Donovan Pines,2 Reggie Cannon,10 Cristian Roldán,14 Jackson Yueill,13 Matthew Hoppe,22 Brad Guzan,18 Sean Johnson,21 George Bello,19 Eryk Williamson,15 Jonathan Lewis,8 Nicholas Gioacchini,-,-,-,-,-,-,-,-,-,Gold Cup 2021,"Jul 18, 2021",USA vs Canada
48,Canada,16 Maxime Crépeau,4 Kamal Miller,5 Steven Vitória,2 Alistair Johnston,12 Tajon Buchanan,22 Richie Laryea,6 Samuel Piette,8 Liam Fraser,10 Junior Hoilett,17 Cyle Larin,20 Ayo Akinola,14 Mark-Anthony Kaye,21 Jonathan Osorio,3 Tyler Pasher,9 Lucas Cavallini,-,1 Dayne St. Clair,18 Jayson Leutwiler,13 Frank Sturing,15 Doneil Henry,19 Harry Paton,11 Theo Corbeanu,-,-,-,-,-,-,-,-,-,Gold Cup 2021,"Jul 18, 2021",USA vs Canada
49,Martinique,16 Arnaud Huyghues des Etages,4 Gérald Dondon,21 Sébastien Crétinoir,18 Samuel Camille,5 Karl Vitulin,19 Daniel Hérelle,12 Johnny Marajo,8 Yann Thimon,13 Christof Jougon,20 Stéphane Abaul,11 Emmanuel Rivière,6 Jean-Sylvain Babin,17 Patrick Burner,14 Norman Grelet,9 Enrick Reuperné,10 Kévin Fortuné,23 Gilles Meslien,1 Loïc Chauvet,2 Florian Goma,3 Ambroise Félicitet,15 Yordan Thimon,22 Romario Barthéléry,7 Grégory Pastel,-,-,-,-,-,-,-,-,Gold Cup 2021,"Jul 18, 2021",Martinique vs Haiti
49,Haiti,1 Brian Sylvestre,4 Ricardo Adé,22 Alex Júnior,2 Carlens Arcus,5 Stéphane Lambese,14 Leverton Pierre,16 Bicou Bissainthe,15 Dutherson Clerveaux,10 Derrick Etienne Jr.,7 Carnejy Antoine,18 Ronaldo Damus,-,-,-,-,-,23 Alan Jérôme,17 Martin Expérience,-,-,-,-,-,-,-,-,-,-,-,-,-,Gold Cup 2021,"Jul 18, 2021",Martinique vs Haiti
50,Jamaica,1 Andre Blake,6 Liam Moore,17 Damion Lowe,4 Amari'i Bell,5 Alvas Powell,3 Michael Hector,16 Daniel Johnson,15 Blair Turgott,7 Leon Bailey,10 Bobby De Cordova-Reid,11 Shamar Nicholson,8 Oniel Fisher,22 Devon Williams,2 Lamar Walker,12 Junior Flemmings,9 Cory Burke,13 Dillon Barnes,23 Dennis Taylor,19 Adrian Mariappa,20 Kemar Lawrence,21 Tyreek Magee,14 Andre Gray,-,-,-,-,-,-,-,-,-,Gold Cup 2021,"Jul 12, 2021",Jamaica vs Suriname
50,Suriname,1 Warner Hahn,4 Dion Malone,15 Ryan Donk,5 Ridgeciano Haps,3 Sean Klaiber,2 Damil Dankerlui,18 Kelvin Leerdam,21 Diego Biseswar,11 Sheraldo Becker,7 Florian Jozefzoon,20 Gleofilo Vlijter,6 Ryan Koolwijk,22 Ivenzo Comvalius,9 Nigel Hasselbaink,-,-,23 Ishan Kort,12 Albert Nibte,19 Anduelo Amoeferie,14 Sercinio Eduard,16 Mitchell Donald,8 Roland Alberg,17 Dimitrie Apai,10 Alvaro Verwey,-,-,-,-,-,-,-,Gold Cup 2021,"Jul 12, 2021",Jamaica vs Suriname
51,Costa Rica,23 Leonel Moreira,15 Francisco Calvo,19 Kendall Waston,22 Ronald Matarrita,4 Keysher Fuller,20 David Guzmán,10 Bryan Ruiz,5 Celso Borges,11 Ariel Lassiter,12 Joel Campbell,21 José Guillermo Ortiz,3 Giancarlo González,17 Jefferson Brenes,8 Luis Díaz,16 Alonso Martínez,7 Johan Venegas,1 Esteban Alvarado,18 Patrick Sequeira,6 Óscar Duarte,2 Yael López,13 Allan Cruz,14 Jimmy Marín,9 Ariel Rodríguez,-,-,-,-,-,-,-,-,Gold Cup 2021,"Jul 12, 2021",Costa Rica vs Guadeloupe
51,Guadeloupe,23 Yohann Thuram,5 Steve Solvet,20 Stevenson Casimir,17 Anthony Baron,3 Kelly Irep,12 Mickaël Alphonse,13 Morgan Saint-Maximin,8 Kévin Malpon,7 Mavrick Annerose,10 Matthias Phaëton,9 Raphaël Mirval,6 Quentin Annette,22 Dimitri Ramothe,14 Vikash Tillé,19 Luther Archimède,-,1 Frédéric Téjou,16 Kévin Ajax,18 Thomas Pineau,21 Colman Makouké,2 Kévin Moeson,11 Skeveen Romage,-,-,-,-,-,-,-,-,-,Gold Cup 2021,"Jul 12, 2021",Costa Rica vs Guadeloupe
52,Guadeloupe,23 Yohann Thuram,20 Stevenson Casimir,17 Anthony Baron,3 Kelly Irep,12 Mickaël Alphonse,6 Quentin Annette,13 Morgan Saint-Maximin,8 Kévin Malpon,22 Dimitri Ramothe,10 Matthias Phaëton,19 Luther Archimède,2 Kévin Moeson,7 Mavrick Annerose,14 Vikash Tillé,9 Raphaël Mirval,-,1 Frédéric Téjou,16 Kévin Ajax,18 Thomas Pineau,21 Colman Makouké,11 Skeveen Romage,-,-,-,-,-,-,-,-,-,-,Gold Cup 2021,"Jul 16, 2021",Guadeloupe vs Jamaica
52,Jamaica,1 Andre Blake,6 Liam Moore,17 Damion Lowe,4 Amari'i Bell,5 Alvas Powell,3 Michael Hector,16 Daniel Johnson,15 Blair Turgott,7 Leon Bailey,9 Cory Burke,11 Shamar Nicholson,20 Kemar Lawrence,22 Devon Williams,12 Junior Flemmings,14 Andre Gray,-,13 Dillon Barnes,23 Dennis Taylor,19 Adrian Mariappa,8 Oniel Fisher,2 Lamar Walker,21 Tyreek Magee,-,-,-,-,-,-,-,-,-,Gold Cup 2021,"Jul 16, 2021",Guadeloupe vs Jamaica
53,Suriname,1 Warner Hahn,4 Dion Malone,15 Ryan Donk,5 Ridgeciano Haps,3 Sean Klaiber,2 Damil Dankerlui,18 Kelvin Leerdam,21 Diego Biseswar,11 Sheraldo Becker,7 Florian Jozefzoon,20 Gleofilo Vlijter,6 Ryan Koolwijk,16 Mitchell Donald,22 Ivenzo Comvalius,9 Nigel Hasselbaink,-,23 Ishan Kort,12 Albert Nibte,19 Anduelo Amoeferie,14 Sercinio Eduard,8 Roland Alberg,17 Dimitrie Apai,10 Alvaro Verwey,-,-,-,-,-,-,-,-,Gold Cup 2021,"Jul 16, 2021",Suriname vs Costa Rica
53,Costa Rica,1 Esteban Alvarado,15 Francisco Calvo,3 Giancarlo González,22 Ronald Matarrita,4 Keysher Fuller,17 Jefferson Brenes,5 Celso Borges,8 Luis Díaz,12 Joel Campbell,7 Johan Venegas,9 Ariel Rodríguez,19 Kendall Waston,20 David Guzmán,11 Ariel Lassiter,16 Alonso Martínez,21 José Guillermo Ortiz,18 Patrick Sequeira,23 Leonel Moreira,6 Óscar Duarte,2 Yael López,13 Allan Cruz,10 Bryan Ruiz,14 Jimmy Marín,-,-,-,-,-,-,-,-,Gold Cup 2021,"Jul 16, 2021",Suriname vs Costa Rica
54,Costa Rica,23 Leonel Moreira,3 Giancarlo González,6 Óscar Duarte,4 Keysher Fuller,2 Yael López,20 David Guzmán,13 Allan Cruz,10 Bryan Ruiz,11 Ariel Lassiter,16 Alonso Martínez,12 Joel Campbell,1 Esteban Alvarado,22 Ronald Matarrita,17 Jefferson Brenes,5 Celso Borges,7 Johan Venegas,18 Patrick Sequeira,8 Luis Díaz,14 Jimmy Marín,9 Ariel Rodríguez,21 José Guillermo Ortiz,-,-,-,-,-,-,-,-,-,-,Gold Cup 2021,"Jul 20, 2021",Costa Rica vs Jamaica
54,Jamaica,13 Dillon Barnes,17 Damion Lowe,19 Adrian Mariappa,20 Kemar Lawrence,8 Oniel Fisher,22 Devon Williams,16 Daniel Johnson,15 Blair Turgott,12 Junior Flemmings,21 Tyreek Magee,14 Andre Gray,6 Liam Moore,4 Amari'i Bell,2 Lamar Walker,9 Cory Burke,11 Shamar Nicholson,1 Andre Blake,23 Dennis Taylor,3 Michael Hector,5 Alvas Powell,7 Leon Bailey,-,-,-,-,-,-,-,-,-,-,Gold Cup 2021,"Jul 20, 2021",Costa Rica vs Jamaica
55,Suriname,1 Warner Hahn,4 Dion Malone,18 Kelvin Leerdam,5 Ridgeciano Haps,3 Sean Klaiber,14 Sercinio Eduard,6 Ryan Koolwijk,21 Diego Biseswar,17 Dimitrie Apai,22 Ivenzo Comvalius,20 Gleofilo Vlijter,2 Damil Dankerlui,8 Roland Alberg,9 Nigel Hasselbaink,10 Alvaro Verwey,11 Sheraldo Becker,13 Claidel Kohinor,23 Ishan Kort,12 Albert Nibte,19 Anduelo Amoeferie,16 Mitchell Donald,7 Florian Jozefzoon,-,-,-,-,-,-,-,-,-,Gold Cup 2021,"Jul 20, 2021",Suriname vs Guadeloupe
55,Guadeloupe,16 Kévin Ajax,5 Steve Solvet,17 Anthony Baron,4 Ronan Hauterville,3 Kelly Irep,2 Kévin Moeson,6 Quentin Annette,13 Morgan Saint-Maximin,14 Vikash Tillé,10 Matthias Phaëton,9 Raphaël Mirval,18 Thomas Pineau,21 Colman Makouké,8 Kévin Malpon,7 Mavrick Annerose,11 Skeveen Romage,1 Frédéric Téjou,23 Yohann Thuram,20 Stevenson Casimir,22 Dimitri Ramothe,-,-,-,-,-,-,-,-,-,-,-,Gold Cup 2021,"Jul 20, 2021",Suriname vs Guadeloupe
56,Qatar,22 Meshaal Barsham,16 Boualem Khoukhi,3 Abdelkarim Hassan,15 Bassam Al-Rawi,14 Homam Al-Amin,2 Pedro Miguel,12 Karim Boudiaf,6 Abdulaziz Hatem,10 Hasan Al-Haydos,11 Akram Afif,19 Almoez Ali,13 Musab Khoder,4 Mohammed Waad,20 Abdullah Al-Ahrak,9 Mohammed Muntari,-,21 Yousef Hassan,1 Saad Al-Sheeb,5 Tarek Salman,8 Ahmed Suhail,23 Assim Madibo,17 Ismaeel Mohammed,18 Yusuf Abdurisag,7 Ahmed Alaaeldin,-,-,-,-,-,-,-,Gold Cup 2021,"Jul 13, 2021",Qatar vs Panama
56,Panama,1 Luis Mejía,5 Richard Peralta,3 Hárold Cummings,15 Éric Davis,2 Francisco Palacios,8 Adalberto Carrasquilla,11 Armando Cooper,10 Yoel Bárcenas,7 Puma,19 Alberto Quintero,14 Rolando Blackburn,20 Abdiel Ayarza,21 César Yanis,17 José Fajardo,-,-,12 José Calderón,22 Orlando Mosquera,16 Roderick Miller,13 Adolfo Machado,4 Omar Córdoba,6 Víctor Griffith,23 Miguel Camargo,18 Jorman Aguilar,9 Gaby Torres,-,-,-,-,-,-,Gold Cup 2021,"Jul 13, 2021",Qatar vs Panama
57,Honduras,22 Luis López,3 Maynor Figueroa,21 Kevin Álvarez,23 Diego Rodríguez,2 Félix Crisanto,20 Deybi Flores,14 Boniek García,8 Wálter Martínez,19 Edwin Solano,10 Alexander López,11 Jerry Bengtson,16 Johnny Leverón,6 Bryan Acosta,13 Jhow Benavídez,7 Alberth Elis,12 Romell Quioto,1 Edrick Menjívar,18 Marlon Licona,4 Marcelo Pereira,5 Marcelo Santos,17 Franklin Flores,15 Juan Delgado,9 Carlos Fernández,-,-,-,-,-,-,-,-,Gold Cup 2021,"Jul 13, 2021",Honduras vs Grenada
57,Grenada,12 Reice Charles-Cook,4 Aaron Pierre,5 Omar Beckles,17 Tyrone Sterling,2 Benjamin Ettienne,16 AJ Paterson,6 Oliver Norburn,20 Jacob Berkeley-Agyepong,13 Regan Charles-Cook,11 Shavon John-Brown,23 Jamal Charles,8 Alexander McQueen,7 Romar Frank,19 Kwazim Theodore,10 Saydrel Lewis,14 Dejon Noel-Williams,1 Jason Belfon,22 Trishawn Thomas,3 Kwesi Paul,21 Josh Gabriel,-,-,-,-,-,-,-,-,-,-,-,Gold Cup 2021,"Jul 13, 2021",Honduras vs Grenada
58,Grenada,1 Jason Belfon,4 Aaron Pierre,5 Omar Beckles,17 Tyrone Sterling,2 Benjamin Ettienne,16 AJ Paterson,6 Oliver Norburn,20 Jacob Berkeley-Agyepong,13 Regan Charles-Cook,11 Shavon John-Brown,14 Dejon Noel-Williams,8 Alexander McQueen,7 Romar Frank,23 Jamal Charles,10 Saydrel Lewis,15 Ricardo German,22 Trishawn Thomas,12 Reice Charles-Cook,3 Kwesi Paul,21 Josh Gabriel,19 Kwazim Theodore,-,-,-,-,-,-,-,-,-,-,Gold Cup 2021,"Jul 17, 2021",Grenada vs Qatar
58,Qatar,22 Meshaal Barsham,5 Tarek Salman,16 Boualem Khoukhi,3 Abdelkarim Hassan,14 Homam Al-Amin,2 Pedro Miguel,12 Karim Boudiaf,6 Abdulaziz Hatem,11 Akram Afif,9 Mohammed Muntari,19 Almoez Ali,15 Bassam Al-Rawi,23 Assim Madibo,20 Abdullah Al-Ahrak,10 Hasan Al-Haydos,7 Ahmed Alaaeldin,21 Yousef Hassan,1 Saad Al-Sheeb,8 Ahmed Suhail,13 Musab Khoder,4 Mohammed Waad,17 Ismaeel Mohammed,18 Yusuf Abdurisag,-,-,-,-,-,-,-,-,Gold Cup 2021,"Jul 17, 2021",Grenada vs Qatar
59,Panama,1 Luis Mejía,16 Roderick Miller,3 Hárold Cummings,15 Éric Davis,2 Francisco Palacios,8 Adalberto Carrasquilla,11 Armando Cooper,21 César Yanis,10 Yoel Bárcenas,19 Alberto Quintero,14 Rolando Blackburn,5 Richard Peralta,13 Adolfo Machado,20 Abdiel Ayarza,7 Puma,17 José Fajardo,12 José Calderón,22 Orlando Mosquera,4 Omar Córdoba,6 Víctor Griffith,23 Miguel Camargo,18 Jorman Aguilar,9 Gaby Torres,-,-,-,-,-,-,-,-,Gold Cup 2021,"Jul 17, 2021",Panama vs Honduras
59,Honduras,22 Luis López,3 Maynor Figueroa,21 Kevin Álvarez,23 Diego Rodríguez,2 Félix Crisanto,20 Deybi Flores,6 Bryan Acosta,14 Boniek García,10 Alexander López,7 Alberth Elis,12 Romell Quioto,16 Johnny Leverón,17 Franklin Flores,15 Juan Delgado,13 Jhow Benavídez,11 Jerry Bengtson,1 Edrick Menjívar,18 Marlon Licona,4 Marcelo Pereira,5 Marcelo Santos,8 Wálter Martínez,-,-,-,-,-,-,-,-,-,-,Gold Cup 2021,"Jul 17, 2021",Panama vs Honduras
60,Honduras,22 Luis López,3 Maynor Figueroa,21 Kevin Álvarez,16 Johnny Leverón,2 Félix Crisanto,20 Deybi Flores,6 Bryan Acosta,10 Alexander López,23 Diego Rodríguez,13 Jhow Benavídez,12 Romell Quioto,4 Marcelo Pereira,5 Marcelo Santos,14 Boniek García,15 Juan Delgado,11 Jerry Bengtson,1 Edrick Menjívar,18 Marlon Licona,17 Franklin Flores,8 Wálter Martínez,-,-,-,-,-,-,-,-,-,-,-,Gold Cup 2021,"Jul 20, 2021",Honduras vs Qatar
60,Qatar,22 Meshaal Barsham,16 Boualem Khoukhi,3 Abdelkarim Hassan,15 Bassam Al-Rawi,14 Homam Al-Amin,2 Pedro Miguel,12 Karim Boudiaf,6 Abdulaziz Hatem,10 Hasan Al-Haydos,11 Akram Afif,19 Almoez Ali,23 Assim Madibo,20 Abdullah Al-Ahrak,7 Ahmed Alaaeldin,9 Mohammed Muntari,-,21 Yousef Hassan,1 Saad Al-Sheeb,5 Tarek Salman,8 Ahmed Suhail,13 Musab Khoder,4 Mohammed Waad,17 Ismaeel Mohammed,18 Yusuf Abdurisag,-,-,-,-,-,-,-,Gold Cup 2021,"Jul 20, 2021",Honduras vs Qatar
61,Panama,12 José Calderón,16 Roderick Miller,13 Adolfo Machado,5 Richard Peralta,4 Omar Córdoba,20 Abdiel Ayarza,8 Adalberto Carrasquilla,19 Alberto Quintero,7 Puma,21 César Yanis,9 Gaby Torres,6 Víctor Griffith,23 Miguel Camargo,10 Yoel Bárcenas,18 Jorman Aguilar,14 Rolando Blackburn,1 Luis Mejía,22 Orlando Mosquera,15 Éric Davis,2 Francisco Palacios,11 Armando Cooper,17 José Fajardo,-,-,-,-,-,-,-,-,-,Gold Cup 2021,"Jul 20, 2021",Panama vs Grenada
61,Grenada,12 Reice Charles-Cook,4 Aaron Pierre,5 Omar Beckles,16 AJ Paterson,17 Tyrone Sterling,8 Alexander McQueen,6 Oliver Norburn,11 Shavon John-Brown,13 Regan Charles-Cook,20 Jacob Berkeley-Agyepong,10 Saydrel Lewis,18 Kraig Noel-McLeod,2 Benjamin Ettienne,7 Romar Frank,19 Kwazim Theodore,23 Jamal Charles,1 Jason Belfon,3 Kwesi Paul,21 Josh Gabriel,15 Ricardo German,14 Dejon Noel-Williams,-,-,-,-,-,-,-,-,-,-,Gold Cup 2021,"Jul 20, 2021",Panama vs Grenada
62,Mexico,13 Guillermo Ochoa,15 Héctor Moreno,3 Carlos Salcedo,23 Jesús Gallardo,21 Luis Rodríguez,4 Edson Álvarez,6 Jonathan dos Santos,18 Andrés Guardado,20 Rodolfo Pizarro,22 Uriel Antuna,9 Raúl Jiménez,5 Diego Reyes,8 Carlos Rodríguez,11 Roberto Alvarado,-,-,1 Jonathan Orozco,12 Hugo González,2 Néstor Araújo,17 César Montes,16 Érick Gutiérrez,7 Orbelín Pineda,19 Fernando Navarro,10 Luis Montes,14 Alexis Vega,-,-,-,-,-,-,Gold Cup 2019,"Sun Jul 7, 2019",Mexico vs USA
62,USA,1 Zack Steffen,19 Matt Miazga,23 Aaron Long,13 Tim Ream,14 Reggie Cannon,4 Michael Bradley,8 Weston McKennie,10 Christian Pulisic,7 Paul Arriola,11 Jordan Morris,17 Jozy Altidore,16 Daniel Lovitz,15 Cristian Roldán,9 Gyasi Zardes,-,-,12 Sean Johnson,22 Tyler Miller,3 Omar González,5 Walker Zimmerman,2 Nick Lima,6 Wil Trapp,20 Djordje Mihailovic,18 Jonathan Lewis,21 Tyler Boyd,-,-,-,-,-,-,Gold Cup 2019,"Sun Jul 7, 2019",Mexico vs USA
63,Haiti,1 Johny Placide,16 Andrew Jean-Baptiste,6 Jems Geffrard,22 Alex Júnior,2 Carlens Arcus,19 Steeven Saba,21 Bryan Alceus,10 Wilde-Donald Guerrier,7 Hervé Bazile,9 Duckens Nazon,20 Frantzdy Pierrot,8 Zachary Herivaux,11 Derrick Etienne Jr.,15 Mikaël Cantave,18 Jonel Désiré,-,12 Josué Duverger,23 Isaac Rouaud,5 Djimy Alexis,13 Bicou Bissainthe,17 Dutherson Clerveaux,14 Hérold Charles,-,-,-,-,-,-,-,-,-,Gold Cup 2019,"Tue Jul 2, 2019",Haiti vs Mexico
63,Mexico,13 Guillermo Ochoa,15 Héctor Moreno,3 Carlos Salcedo,23 Jesús Gallardo,21 Luis Rodríguez,4 Edson Álvarez,6 Jonathan dos Santos,18 Andrés Guardado,20 Rodolfo Pizarro,11 Roberto Alvarado,9 Raúl Jiménez,5 Diego Reyes,8 Carlos Rodríguez,10 Luis Montes,22 Uriel Antuna,-,1 Jonathan Orozco,12 Hugo González,2 Néstor Araújo,17 César Montes,16 Érick Gutiérrez,7 Orbelín Pineda,19 Fernando Navarro,14 Alexis Vega,-,-,-,-,-,-,-,Gold Cup 2019,"Tue Jul 2, 2019",Haiti vs Mexico
64,Jamaica,1 Andre Blake,3 Michael Hector,14 Shaun Francis,20 Kemar Lawrence,5 Alvas Powell,15 Je-Vaughn Watson,22 Devon Williams,16 Peter-Lee Vassell,7 Leon Bailey,12 Junior Flemmings,10 Darren Mattocks,4 Andre Lewis,18 Brian Brown,11 Shamar Nicholson,-,-,13 Dwayne Miller,23 Amal Knight,2 Jamoi Topey,21 Kevon Lambert,9 Ricardo Morris,19 Tyreek Magee,8 Maalique Foster,6 Dever Orgill,-,-,-,-,-,-,-,Gold Cup 2019,"Wed Jul 3, 2019",Jamaica vs USA
64,USA,1 Zack Steffen,19 Matt Miazga,23 Aaron Long,13 Tim Ream,14 Reggie Cannon,4 Michael Bradley,8 Weston McKennie,10 Christian Pulisic,7 Paul Arriola,11 Jordan Morris,17 Jozy Altidore,16 Daniel Lovitz,15 Cristian Roldán,9 Gyasi Zardes,-,-,12 Sean Johnson,22 Tyler Miller,3 Omar González,5 Walker Zimmerman,2 Nick Lima,6 Wil Trapp,20 Djordje Mihailovic,18 Jonathan Lewis,21 Tyler Boyd,-,-,-,-,-,-,Gold Cup 2019,"Wed Jul 3, 2019",Jamaica vs USA
65,Haiti,1 Johny Placide,16 Andrew Jean-Baptiste,6 Jems Geffrard,22 Alex Júnior,2 Carlens Arcus,19 Steeven Saba,21 Bryan Alceus,10 Wilde-Donald Guerrier,7 Hervé Bazile,9 Duckens Nazon,20 Frantzdy Pierrot,13 Bicou Bissainthe,8 Zachary Herivaux,11 Derrick Etienne Jr.,-,-,12 Josué Duverger,23 Isaac Rouaud,5 Djimy Alexis,17 Dutherson Clerveaux,14 Hérold Charles,15 Mikaël Cantave,18 Jonel Désiré,-,-,-,-,-,-,-,-,Gold Cup 2019,"Sat Jun 29, 2019",Haiti vs Canada
65,Canada,18 Milan Borjan,4 Derek Cornelius,15 Doneil Henry,12 Alphonso Davies,23 Marcus Godinho,13 Atiba Hutchinson,8 Scott Arfield,21 Jonathan Osorio,10 Junior Hoilett,20 Jonathan David,19 Lucas Cavallini,3 Ashtone Morgan,14 Mark-Anthony Kaye,-,-,-,1 Jayson Leutwiler,22 Maxime Crépeau,17 Kamal Miller,2 Zachary Brault-Guillard,7 Russell Teibert,6 Samuel Piette,16 Noble Okello,5 Will Johnson,11 Liam Millar,9 Cyle Larin,-,-,-,-,-,Gold Cup 2019,"Sat Jun 29, 2019",Haiti vs Canada
66,Mexico,13 Guillermo Ochoa,2 Néstor Araújo,3 Carlos Salcedo,4 Edson Álvarez,21 Luis Rodríguez,18 Andrés Guardado,6 Jonathan dos Santos,20 Rodolfo Pizarro,23 Jesús Gallardo,22 Uriel Antuna,9 Raúl Jiménez,15 Héctor Moreno,8 Carlos Rodríguez,10 Luis Montes,11 Roberto Alvarado,-,1 Jonathan Orozco,12 Hugo González,5 Diego Reyes,17 César Montes,16 Érick Gutiérrez,7 Orbelín Pineda,19 Fernando Navarro,14 Alexis Vega,-,-,-,-,-,-,-,Gold Cup 2019,"Sat Jun 29, 2019",Mexico vs Costa Rica
66,Costa Rica,23 Leonel Moreira,6 Óscar Duarte,19 Kendall Waston,8 Bryan Oviedo,4 Keysher Fuller,13 Allan Cruz,5 Celso Borges,12 Joel Campbell,2 Randall Leal,10 Bryan Ruiz,11 Mayron George,15 Francisco Calvo,16 Cristian Gamboa,20 Elías Aguilar,14 Jonathan McDonald,-,1 Bryan Segura,18 Marco Madrigal,3 Giancarlo González,22 Ronald Matarrita,17 Yeltsin Tejeda,7 Christian Bolaños,9 Álvaro Saborío,-,-,-,-,-,-,-,-,Gold Cup 2019,"Sat Jun 29, 2019",Mexico vs Costa Rica
67,Jamaica,1 Andre Blake,17 Damion Lowe,14 Shaun Francis,20 Kemar Lawrence,5 Alvas Powell,3 Michael Hector,15 Je-Vaughn Watson,12 Junior Flemmings,7 Leon Bailey,6 Dever Orgill,11 Shamar Nicholson,2 Jamoi Topey,10 Darren Mattocks,-,-,-,13 Dwayne Miller,23 Amal Knight,21 Kevon Lambert,22 Devon Williams,9 Ricardo Morris,4 Andre Lewis,19 Tyreek Magee,16 Peter-Lee Vassell,8 Maalique Foster,18 Brian Brown,-,-,-,-,-,Gold Cup 2019,"Sun Jun 30, 2019",Jamaica vs Panama
