,Unnamed: 0,Match ID,Competition,Match,Date,Nationality,Team Country Code,Season,Status,Name,Market Value,Lookup Still Required?,Lookup Return Case,Impute Required?,Name(s) Found,ORIGINAL JERSEY,Match Case,Status II,Status III
74807,7,2629,"World Cup Qualifiers, Asia, 2022",Hong Kong vs Bahrain,14-11-2019,Hong Kong,HK,2019,FAIL,0,0.0,True,Lookup Required,False,0,Beto,none,,
74850,50,2631,"World Cup Qualifiers, Asia, 2022",Hong Kong vs Cambodia,19-11-2019,Hong Kong,HK,2019,FAIL,0,0.0,True,Lookup Required,False,0,Beto,none,,
74869,69,2632,"World Cup Qualifiers, Asia, 2022",China PR vs Oman,11-11-2021,China PR,CN,2021,FAIL,0,0.0,True,Lookup Required,False,0,Jiang Guangtai,none,,
74952,152,2635,"World Cup Qualifiers, Asia, 2022",Palestine vs Yemen,15-06-2021,Yemen,YE,2021,FAIL,0,0,True,Lookup Required,False,0,M Moqbel Sarhan,none,,
74962,162,2636,"World Cup Qualifiers, Asia, 2022",Vietnam vs Malaysia,10-10-2019,Vietnam,VN,2019,FAIL,0,0,True,Lookup Required,False,0,oàn Văn Hu,none,,
74993,193,2637,"World Cup Qualifiers, Asia, 2022",Iraq vs Hong Kong,10-10-2019,Hong Kong,HK,2019,FAIL,0,0,True,Lookup Required,False,0,Beto,none,,
75011,211,2638,"World Cup Qualifiers, Asia, 2022",Oman vs Afghanistan,10-10-2019,Afghanistan,AF,2019,FAIL,0,0,True,Lookup Required,False,0,Haroon Fakhruddin,none,,
75146,346,2644,"World Cup Qualifiers, Asia, 2022",Jordan vs Chinese Taipei,19-11-2019,Chinese Taipei,TW,2019,FAIL,0,0,True,Lookup Required,False,0,Shen Zigui,none,,
75198,398,2647,"World Cup Qualifiers, Asia, 2022",Afghanistan vs Oman,11-6-2021,Afghanistan,AF,2021,FAIL,0,0,True,Lookup Required,False,0,Haroon Fakhruddin,none,,
75239,439,2648,"World Cup Qualifiers, Asia, 2022",South Korea vs Sri Lanka,10-10-2019,Sri Lanka,LK,2019,FAIL,0,0,True,Lookup Required,False,0,D Peiris,none,,
75248,448,2649,"World Cup Qualifiers, Asia, 2022",India vs Qatar,03-06-2021,India,IN,2021,FAIL,0,0,True,Lookup Required,False,0,S Wangjam,none,,
75264,464,2650,"World Cup Qualifiers, Asia, 2022",India vs Afghanistan,15-06-2021,India,IN,2021,FAIL,0,0,True,Lookup Required,False,0,C Konsham,none,,
75270,470,2650,"World Cup Qualifiers, Asia, 2022",India vs Afghanistan,15-06-2021,India,IN,2021,FAIL,0,0,True,Lookup Required,False,0,S Wangjam,none,,
75275,475,2650,"World Cup Qualifiers, Asia, 2022",India vs Afghanistan,15-06-2021,Afghanistan,AF,2021,FAIL,0,0,True,Lookup Required,False,0,Haroon Fakhruddin,none,,
75317,517,2652,"World Cup Qualifiers, Asia, 2022",Mongolia vs Brunei,06-06-2019,Brunei,BN,2019,FAIL,0,0,True,Lookup Required,False,0,H Nyaring,none,,
75318,518,2652,"World Cup Qualifiers, Asia, 2022",Mongolia vs Brunei,06-06-2019,Brunei,BN,2019,FAIL,0,0,True,Lookup Required,False,0,H Zambin,none,,
75319,519,2652,"World Cup Qualifiers, Asia, 2022",Mongolia vs Brunei,06-06-2019,Brunei,BN,2019,FAIL,0,0,True,Lookup Required,False,0,Hanif Hamir,none,,
75320,520,2652,"World Cup Qualifiers, Asia, 2022",Mongolia vs Brunei,06-06-2019,Brunei,BN,2019,FAIL,0,0,True,Lookup Required,False,0,S Sahari,none,,
75321,521,2652,"World Cup Qualifiers, Asia, 2022",Mongolia vs Brunei,06-06-2019,Brunei,BN,2019,FAIL,0,0,True,Lookup Required,False,0,S Sulau,none,,
75322,522,2652,"World Cup Qualifiers, Asia, 2022",Mongolia vs Brunei,06-06-2019,Brunei,BN,2019,FAIL,0,0,True,Lookup Required,False,0,Y Indera Putera,none,,
75323,523,2652,"World Cup Qualifiers, Asia, 2022",Mongolia vs Brunei,06-06-2019,Brunei,BN,2019,FAIL,0,0,True,Lookup Required,False,0,N Ismail,none,,
75324,524,2652,"World Cup Qualifiers, Asia, 2022",Mongolia vs Brunei,06-06-2019,Brunei,BN,2019,FAIL,0,0,True,Lookup Required,False,0,Nur Asyraffahmi Norsamri,none,,
75325,525,2652,"World Cup Qualifiers, Asia, 2022",Mongolia vs Brunei,06-06-2019,Brunei,BN,2019,FAIL,0,0,True,Lookup Required,False,0,S Said,none,,
75326,526,2652,"World Cup Qualifiers, Asia, 2022",Mongolia vs Brunei,06-06-2019,Brunei,BN,2019,FAIL,0,0,True,Lookup Required,False,0,R Ramlli,none,,
75327,527,2652,"World Cup Qualifiers, Asia, 2022",Mongolia vs Brunei,06-06-2019,Brunei,BN,2019,FAIL,0,0,True,Lookup Required,False,0,Adi Said,none,,
75393,593,2655,"World Cup Qualifiers, Asia, 2022",Malaysia vs Timor-Leste,07-06-2019,Timor-Leste,TL,2019,FAIL,0,0,True,Lookup Required,False,0,Frangcyatma,none,,
75618,818,2666,"World Cup Qualifiers, Asia, 2022",Yemen vs Singapore,19-11-2019,Yemen,YE,2019,FAIL,0,0,True,Lookup Required,False,0,M Moqbel Sarhan,none,,
75849,1049,2676,"World Cup Qualifiers, Asia, 2022",Singapore vs Yemen,05-09-2019,Yemen,YE,2019,FAIL,0,0,True,Lookup Required,False,0,M Moqbel Sarhan,none,,
75953,53,4150,"World Cup 2022, Qualifiers, CONCACAF",USA vs Canada,05-Sep-21,USA,US,2021,FAIL,0,0,True,Lookup Required,False,0,Siebatcheu,none,,
76001,101,4152,"World Cup 2022, Qualifiers, CONCACAF",Canada vs El Salvador,08-Sep-21,El Salvador,SV,2021,FAIL,0,0,True,Lookup Required,False,0,R Gomez,none,,
76365,465,4169,"World Cup 2022, Qualifiers, CONCACAF",El Salvador vs Jamaica,12-Nov-21,El Salvador,SV,2021,FAIL,0,0,True,Lookup Required,False,0,R Gomez,none,,
76486,586,4174,"World Cup 2022, Qualifiers, CONCACAF",Panama vs El Salvador,16-Nov-21,El Salvador,SV,2021,FAIL,0,0,True,Lookup Required,False,0,R Gomez,none,,
76663,763,4182,"World Cup 2022, Qualifiers, CONCACAF",Honduras vs El Salvador,30-Jan-22,El Salvador,SV,2022,FAIL,0,0,True,Lookup Required,False,0,R Gomez,none,,
76716,816,4185,"World Cup 2022, Qualifiers, CONCACAF",El Salvador vs Canada,02-Feb-22,El Salvador,SV,2022,FAIL,0,0,True,Lookup Required,False,0,R Gomez,none,,
76772,872,4187,"World Cup 2022, Qualifiers, CONCACAF",Jamaica vs El Salvador,24-Mar-22,El Salvador,SV,2022,FAIL,0,0,True,Lookup Required,False,0,R Gomez,none,,
76948,1048,4195,"World Cup 2022, Qualifiers, CONCACAF",Mexico vs El Salvador,30-Mar-22,El Salvador,SV,2022,FAIL,0,0,True,Lookup Required,False,0,R Gomez,none,,
77112,112,3188,"World Cup Qualifiers, Europe, 2018",Faroe Islands vs Andorra,03-09-2017,Faroe Islands,FO,2017,FAIL,0,0,True,Lookup Required,False,0,O Færø,none,,
77937,937,3226,"World Cup Qualifiers, Europe, 2022",Israel vs Faroe Islands,15-11-2021,Faroe Islands,FO,2021,FAIL,0,0,True,Lookup Required,False,0,O Færø,none,,
78133,33,3742,"Gold Cup, 2019",Canada vs Martinique,16-06-2019,Martinique,MQ,2019,FAIL,0,0,True,Lookup Required,False,0,L Chauvet,none,,
78134,34,3742,"Gold Cup, 2019",Canada vs Martinique,16-06-2019,Martinique,MQ,2019,FAIL,0,0,True,Lookup Required,False,0,K Vitulin,none,,
78135,35,3742,"Gold Cup, 2019",Canada vs Martinique,16-06-2019,Martinique,MQ,2019,FAIL,0,0,True,Lookup Required,False,0,J Delem,none,,
78137,37,3742,"Gold Cup, 2019",Canada vs Martinique,16-06-2019,Martinique,MQ,2019,FAIL,0,0,True,Lookup Required,False,0,S Camille,none,,
78138,38,3742,"Gold Cup, 2019",Canada vs Martinique,16-06-2019,Martinique,MQ,2019,FAIL,0,0,True,Lookup Required,False,0,D Hérelle,none,,
78140,40,3742,"Gold Cup, 2019",Canada vs Martinique,16-06-2019,Martinique,MQ,2019,FAIL,0,0,True,Lookup Required,False,0,Yann Thimon,none,,
78141,41,3742,"Gold Cup, 2019",Canada vs Martinique,16-06-2019,Martinique,MQ,2019,FAIL,0,0,True,Lookup Required,False,0,S Abaul,none,,
78142,42,3742,"Gold Cup, 2019",Canada vs Martinique,16-06-2019,Martinique,MQ,2019,FAIL,0,0,True,Lookup Required,False,0,K Fortuné,none,,
78143,43,3742,"Gold Cup, 2019",Canada vs Martinique,16-06-2019,Martinique,MQ,2019,FAIL,0,0,True,Lookup Required,False,0,K Parsemain,none,,
78386,286,3755,"Gold Cup, 2021",Martinique vs United States,16-07-2021,Martinique,MQ,2021,FAIL,0,0,True,Lookup Required,False,0,G Meslien,none,,
78388,288,3755,"Gold Cup, 2021",Martinique vs United States,16-07-2021,Martinique,MQ,2021,FAIL,0,0,True,Lookup Required,False,0,G Dondon,none,,
78390,290,3755,"Gold Cup, 2021",Martinique vs United States,16-07-2021,Martinique,MQ,2021,FAIL,0,0,True,Lookup Required,False,0,S Crétinoir,none,,
78391,291,3755,"Gold Cup, 2021",Martinique vs United States,16-07-2021,Martinique,MQ,2021,FAIL,0,0,True,Lookup Required,False,0,S Camille,none,,
78392,292,3755,"Gold Cup, 2021",Martinique vs United States,16-07-2021,Martinique,MQ,2021,FAIL,0,0,True,Lookup Required,False,0,J Marajo,none,,
78393,293,3755,"Gold Cup, 2021",Martinique vs United States,16-07-2021,Martinique,MQ,2021,FAIL,0,0,True,Lookup Required,False,0,S Abaul,none,,
78394,294,3755,"Gold Cup, 2021",Martinique vs United States,16-07-2021,Martinique,MQ,2021,FAIL,0,0,True,Lookup Required,False,0,D Hérelle,none,,
78395,295,3755,"Gold Cup, 2021",Martinique vs United States,16-07-2021,Martinique,MQ,2021,FAIL,0,0,True,Lookup Required,False,0,K Fortuné,none,,
78518,418,3761,"Gold Cup, 2021",Guadeloupe vs Jamaica,17-07-2021,Guadeloupe,GP,2021,FAIL,0,0,True,Lookup Required,False,0,Y Thuram,none,,
78520,420,3761,"Gold Cup, 2021",Guadeloupe vs Jamaica,17-07-2021,Guadeloupe,GP,2021,FAIL,0,0,True,Lookup Required,False,0,S Casimir,none,,
78521,421,3761,"Gold Cup, 2021",Guadeloupe vs Jamaica,17-07-2021,Guadeloupe,GP,2021,FAIL,0,0,True,Lookup Required,False,0,A Baron,none,,
78522,422,3761,"Gold Cup, 2021",Guadeloupe vs Jamaica,17-07-2021,Guadeloupe,GP,2021,FAIL,0,0,True,Lookup Required,False,0,K Irep,none,,
78523,423,3761,"Gold Cup, 2021",Guadeloupe vs Jamaica,17-07-2021,Guadeloupe,GP,2021,FAIL,0,0,True,Lookup Required,False,0,Q Annette,none,,
78524,424,3761,"Gold Cup, 2021",Guadeloupe vs Jamaica,17-07-2021,Guadeloupe,GP,2021,FAIL,0,0,True,Lookup Required,False,0,D Ramothe,none,,
78525,425,3761,"Gold Cup, 2021",Guadeloupe vs Jamaica,17-07-2021,Guadeloupe,GP,2021,FAIL,0,0,True,Lookup Required,False,0,M Saint-Maximin,none,,
78526,426,3761,"Gold Cup, 2021",Guadeloupe vs Jamaica,17-07-2021,Guadeloupe,GP,2021,FAIL,0,0,True,Lookup Required,False,0,K Malpon,none,,
78527,427,3761,"Gold Cup, 2021",Guadeloupe vs Jamaica,17-07-2021,Guadeloupe,GP,2021,FAIL,0,0,True,Lookup Required,False,0,M Phaeton,none,,
78528,428,3761,"Gold Cup, 2021",Guadeloupe vs Jamaica,17-07-2021,Guadeloupe,GP,2021,FAIL,0,0,True,Lookup Required,False,0,L Archimède,none,,
78639,539,3766,"Gold Cup, 2021",Canada vs Martinique,12-07-2021,Martinique,MQ,2021,FAIL,0,0,True,Lookup Required,False,0,G Meslien,none,,
78640,540,3766,"Gold Cup, 2021",Canada vs Martinique,12-07-2021,Martinique,MQ,2021,FAIL,0,0,True,Lookup Required,False,0,R Barthelery,none,,
78642,542,3766,"Gold Cup, 2021",Canada vs Martinique,12-07-2021,Martinique,MQ,2021,FAIL,0,0,True,Lookup Required,False,0,S Crétinoir,none,,
78644,544,3766,"Gold Cup, 2021",Canada vs Martinique,12-07-2021,Martinique,MQ,2021,FAIL,0,0,True,Lookup Required,False,0,Yann Thimon,none,,
78645,545,3766,"Gold Cup, 2021",Canada vs Martinique,12-07-2021,Martinique,MQ,2021,FAIL,0,0,True,Lookup Required,False,0,D Hérelle,none,,
78646,546,3766,"Gold Cup, 2021",Canada vs Martinique,12-07-2021,Martinique,MQ,2021,FAIL,0,0,True,Lookup Required,False,0,K Vitulin,none,,
78647,547,3766,"Gold Cup, 2021",Canada vs Martinique,12-07-2021,Martinique,MQ,2021,FAIL,0,0,True,Lookup Required,False,0,K Fortuné,none,,
78648,548,3766,"Gold Cup, 2021",Canada vs Martinique,12-07-2021,Martinique,MQ,2021,FAIL,0,0,True,Lookup Required,False,0,S Abaul,none,,
78760,660,3772,"Gold Cup, 2021",Martinique vs Haiti,18-07-2021,Martinique,MQ,2021,FAIL,0,0,True,Lookup Required,False,0,A des Etages,none,,
78761,661,3772,"Gold Cup, 2021",Martinique vs Haiti,18-07-2021,Martinique,MQ,2021,FAIL,0,0,True,Lookup Required,False,0,K Vitulin,none,,
78762,662,3772,"Gold Cup, 2021",Martinique vs Haiti,18-07-2021,Martinique,MQ,2021,FAIL,0,0,True,Lookup Required,False,0,G Dondon,none,,
78763,663,3772,"Gold Cup, 2021",Martinique vs Haiti,18-07-2021,Martinique,MQ,2021,FAIL,0,0,True,Lookup Required,False,0,S Crétinoir,none,,
78764,664,3772,"Gold Cup, 2021",Martinique vs Haiti,18-07-2021,Martinique,MQ,2021,FAIL,0,0,True,Lookup Required,False,0,S Camille,none,,
78765,665,3772,"Gold Cup, 2021",Martinique vs Haiti,18-07-2021,Martinique,MQ,2021,FAIL,0,0,True,Lookup Required,False,0,J Marajo,none,,
78766,666,3772,"Gold Cup, 2021",Martinique vs Haiti,18-07-2021,Martinique,MQ,2021,FAIL,0,0,True,Lookup Required,False,0,D Hérelle,none,,
78767,667,3772,"Gold Cup, 2021",Martinique vs Haiti,18-07-2021,Martinique,MQ,2021,FAIL,0,0,True,Lookup Required,False,0,C Jougon,none,,
78768,668,3772,"Gold Cup, 2021",Martinique vs Haiti,18-07-2021,Martinique,MQ,2021,FAIL,0,0,True,Lookup Required,False,0,Yann Thimon,none,,
78770,670,3772,"Gold Cup, 2021",Martinique vs Haiti,18-07-2021,Martinique,MQ,2021,FAIL,0,0,True,Lookup Required,False,0,S Abaul,none,,
78837,737,3775,"Gold Cup, 2021",Suriname vs Guadeloupe,21-07-2021,Guadeloupe,GP,2021,FAIL,0,0,True,Lookup Required,False,0,K Ajax,none,,
78838,738,3775,"Gold Cup, 2021",Suriname vs Guadeloupe,21-07-2021,Guadeloupe,GP,2021,FAIL,0,0,True,Lookup Required,False,0,R Hauterville,none,,
78839,739,3775,"Gold Cup, 2021",Suriname vs Guadeloupe,21-07-2021,Guadeloupe,GP,2021,FAIL,0,0,True,Lookup Required,False,0,A Baron,none,,
78840,740,3775,"Gold Cup, 2021",Suriname vs Guadeloupe,21-07-2021,Guadeloupe,GP,2021,FAIL,0,0,True,Lookup Required,False,0,S Solvet,none,,
78841,741,3775,"Gold Cup, 2021",Suriname vs Guadeloupe,21-07-2021,Guadeloupe,GP,2021,FAIL,0,0,True,Lookup Required,False,0,K Moeson,none,,
78842,742,3775,"Gold Cup, 2021",Suriname vs Guadeloupe,21-07-2021,Guadeloupe,GP,2021,FAIL,0,0,True,Lookup Required,False,0,M Saint-Maximin,none,,
78843,743,3775,"Gold Cup, 2021",Suriname vs Guadeloupe,21-07-2021,Guadeloupe,GP,2021,FAIL,0,0,True,Lookup Required,False,0,Q Annette,none,,
78844,744,3775,"Gold Cup, 2021",Suriname vs Guadeloupe,21-07-2021,Guadeloupe,GP,2021,FAIL,0,0,True,Lookup Required,False,0,K Irep,none,,
78845,745,3775,"Gold Cup, 2021",Suriname vs Guadeloupe,21-07-2021,Guadeloupe,GP,2021,FAIL,0,0,True,Lookup Required,False,0,V Tille,none,,
78846,746,3775,"Gold Cup, 2021",Suriname vs Guadeloupe,21-07-2021,Guadeloupe,GP,2021,FAIL,0,0,True,Lookup Required,False,0,R Mirval,none,,
78847,747,3775,"Gold Cup, 2021",Suriname vs Guadeloupe,21-07-2021,Guadeloupe,GP,2021,FAIL,0,0,True,Lookup Required,False,0,M Phaeton,none,,
78859,759,3776,"Gold Cup, 2021",Costa Rica vs Guadeloupe,13-07-2021,Guadeloupe,GP,2021,FAIL,0,0,True,Lookup Required,False,0,Y Thuram,none,,
78861,761,3776,"Gold Cup, 2021",Costa Rica vs Guadeloupe,13-07-2021,Guadeloupe,GP,2021,FAIL,0,0,True,Lookup Required,False,0,S Casimir,none,,
78862,762,3776,"Gold Cup, 2021",Costa Rica vs Guadeloupe,13-07-2021,Guadeloupe,GP,2021,FAIL,0,0,True,Lookup Required,False,0,A Baron,none,,
78863,763,3776,"Gold Cup, 2021",Costa Rica vs Guadeloupe,13-07-2021,Guadeloupe,GP,2021,FAIL,0,0,True,Lookup Required,False,0,S Solvet,none,,
78864,764,3776,"Gold Cup, 2021",Costa Rica vs Guadeloupe,13-07-2021,Guadeloupe,GP,2021,FAIL,0,0,True,Lookup Required,False,0,K Irep,none,,
78865,765,3776,"Gold Cup, 2021",Costa Rica vs Guadeloupe,13-07-2021,Guadeloupe,GP,2021,FAIL,0,0,True,Lookup Required,False,0,M Annerose,none,,
78866,766,3776,"Gold Cup, 2021",Costa Rica vs Guadeloupe,13-07-2021,Guadeloupe,GP,2021,FAIL,0,0,True,Lookup Required,False,0,M Saint-Maximin,none,,
78867,767,3776,"Gold Cup, 2021",Costa Rica vs Guadeloupe,13-07-2021,Guadeloupe,GP,2021,FAIL,0,0,True,Lookup Required,False,0,K Malpon,none,,
78868,768,3776,"Gold Cup, 2021",Costa Rica vs Guadeloupe,13-07-2021,Guadeloupe,GP,2021,FAIL,0,0,True,Lookup Required,False,0,R Mirval,none,,
78869,769,3776,"Gold Cup, 2021",Costa Rica vs Guadeloupe,13-07-2021,Guadeloupe,GP,2021,FAIL,0,0,True,Lookup Required,False,0,M Phaeton,none,,
79031,931,3785,"Gold Cup, 2023",Cuba vs Guadeloupe,02-07-2023,Cuba,CU,2023,FAIL,0,0,True,Lookup Required,False,0,W Pozo-Venta,none,,
79037,937,3785,"Gold Cup, 2023",Cuba vs Guadeloupe,02-07-2023,Guadeloupe,GP,2023,FAIL,0,0,True,Lookup Required,False,0,M Lina,none,,
79039,939,3785,"Gold Cup, 2023",Cuba vs Guadeloupe,02-07-2023,Guadeloupe,GP,2023,FAIL,0,0,True,Lookup Required,False,0,A Baron,none,,
79040,940,3785,"Gold Cup, 2023",Cuba vs Guadeloupe,02-07-2023,Guadeloupe,GP,2023,FAIL,0,0,True,Lookup Required,False,0,S Solvet,none,,
79044,944,3785,"Gold Cup, 2023",Cuba vs Guadeloupe,02-07-2023,Guadeloupe,GP,2023,FAIL,0,0,True,Lookup Required,False,0,M Phaeton,none,,
79162,1062,3791,"Gold Cup, 2023",Canada vs Guadeloupe,28-06-2023,Canada,CA,2023,FAIL,0,0,True,Lookup Required,False,0,M Lumpungu,none,,
79169,1069,3791,"Gold Cup, 2023",Canada vs Guadeloupe,28-06-2023,Guadeloupe,GP,2023,FAIL,0,0,True,Lookup Required,False,0,M Lina,none,,
79171,1071,3791,"Gold Cup, 2023",Canada vs Guadeloupe,28-06-2023,Guadeloupe,GP,2023,FAIL,0,0,True,Lookup Required,False,0,A Baron,none,,
79172,1072,3791,"Gold Cup, 2023",Canada vs Guadeloupe,28-06-2023,Guadeloupe,GP,2023,FAIL,0,0,True,Lookup Required,False,0,J Rotsen,none,,
79176,1076,3791,"Gold Cup, 2023",Canada vs Guadeloupe,28-06-2023,Guadeloupe,GP,2023,FAIL,0,0,True,Lookup Required,False,0,M Phaeton,none,,
80399,99,2280,"World Cup Qualifiers, Asia, 2018",Syria vs China PR,13-06-2017,China PR,CN,2017,FAIL,0,0,True,Lookup Required,False,0,CZeng,none,,
80435,135,2282,"World Cup Qualifiers, Asia, 2018",India vs Oman,11-06-2015,India,IN,2015,FAIL,0,0,True,Lookup Required,False,0,L Fanai,none,,
80484,184,2284,"World Cup Qualifiers, Asia, 2018",Palestine vs Saudi Arabia,09-11-2015,Palestine,PS,2015,FAIL,0,0,True,Lookup Required,False,0,J Zorrilla,none,,
80521,221,2286,"World Cup Qualifiers, Asia, 2018",Yemen vs Uzbekistan,17-11-2015,Yemen,YE,2015,FAIL,0,0,True,Lookup Required,False,0,Ala Addin Mahdi,none,,
80564,264,2288,"World Cup Qualifiers, Asia, 2018",Cambodia vs Afghanistan,16-06-2015,Cambodia,KH,2015,FAIL,0,0,True,Lookup Required,False,0,Um Serei Rath,none,,
80645,345,2291,"World Cup Qualifiers, Asia, 2018",Maldives vs China PR,8-9-2015,China PR,CN,2015,FAIL,0,0,True,Lookup Required,False,0,Zou Zheng,none,,
80647,347,2291,"World Cup Qualifiers, Asia, 2018",Maldives vs China PR,8-9-2015,China PR,CN,2015,FAIL,0,0,True,Lookup Required,False,0,Zheng Zhi,none,,
80648,348,2291,"World Cup Qualifiers, Asia, 2018",Maldives vs China PR,8-9-2015,China PR,CN,2015,FAIL,0,0,True,Lookup Required,False,0,Zheng Long,none,,
80651,351,2291,"World Cup Qualifiers, Asia, 2018",Maldives vs China PR,8-9-2015,China PR,CN,2015,FAIL,0,0,True,Lookup Required,False,0,XYang,none,,
80679,379,2293,"World Cup Qualifiers, Asia, 2018",Thailand vs Australia,15-11-2016,Thailand,TH,2016,FAIL,0,0,True,Lookup Required,False,0,A-nan P,none,,
80786,486,2298,"World Cup Qualifiers, Asia, 2018",Vietnam vs Chinese Taipei,24-03-2016,Vietnam,VN,2016,FAIL,0,0,True,Lookup Required,False,0,Trng ình Lut,none,,
80799,499,2298,"World Cup Qualifiers, Asia, 2018",Vietnam vs Chinese Taipei,24-03-2016,Chinese Taipei,TW,2016,FAIL,0,0,True,Lookup Required,False,0,Yuan Chen Xavier Tsan,none,,
80807,507,2299,"World Cup Qualifiers, Asia, 2018",Chinese Taipei vs Thailand,16-06-2015,Chinese Taipei,TW,2015,FAIL,0,0,True,Lookup Required,False,0,Yuan Chen Xavier Tsan,none,,
80816,516,2299,"World Cup Qualifiers, Asia, 2018",Chinese Taipei vs Thailand,16-06-2015,Chinese Taipei,TW,2015,FAIL,0,0,True,Lookup Required,False,0,Chu En-Le,none,,
80825,525,2299,"World Cup Qualifiers, Asia, 2018",Chinese Taipei vs Thailand,16-06-2015,Thailand,TH,2015,FAIL,0,0,True,Lookup Required,False,0,A-nan P,none,,
80888,588,2302,"World Cup Qualifiers, Asia, 2018",Saudi Arabia vs Thailand,1-9-2016,Thailand,TH,2016,FAIL,0,0,True,Lookup Required,False,0,A-nan P,none,,
80956,656,2305,"World Cup Qualifiers, Asia, 2018",Iraq vs Thailand,24-03-2016,Thailand,TH,2016,FAIL,0,0,True,Lookup Required,False,0,A-nan P,none,,
80969,669,2306,"World Cup Qualifiers, Asia, 2018",Hong Kong vs Bhutan,11-06-2015,Hong Kong,HK,2015,FAIL,0,0,True,Lookup Required,False,0,Annan Christian Kwesi,none,,
80970,670,2306,"World Cup Qualifiers, Asia, 2018",Hong Kong vs Bhutan,11-06-2015,Hong Kong,HK,2015,FAIL,0,0,True,Lookup Required,False,0,Mc Kee Jaimes Anthony,none,,
81009,709,2308,"World Cup Qualifiers, Asia, 2018",Thailand vs Iraq,08-09-2015,Thailand,TH,2015,FAIL,0,0,True,Lookup Required,False,0,A-nan P,none,,
81027,727,2309,"World Cup Qualifiers, Asia, 2018",Bangladesh vs Jordan,08-09-2015,Bangladesh,BD,2015,FAIL,0,0,True,Lookup Required,False,0,M Islam Nazir,none,,
81125,825,2313,"World Cup Qualifiers, Asia, 2018",Singapore vs Cambodia,13-10-2015,Cambodia,KH,2015,FAIL,0,0,True,Lookup Required,False,0,Um Serei Rath,none,,
81143,843,2314,"World Cup Qualifiers, Asia, 2018",Thailand vs Japan,06-09-2016,Thailand,TH,2016,FAIL,0,0,True,Lookup Required,False,0,A-nan P,none,,
81285,985,2320,"World Cup Qualifiers, Asia, 2018",Myanmar vs Laos,13-10-2015,Laos,LA,2015,FAIL,0,0,True,Lookup Required,False,0,Nakata,none,,
81636,236,666,"Euros 2020, Qualifiers",Netherlands vs Belarus,21.03.19,Belarus,BY,2019,FAIL,0,0.0,True,Lookup Required,False,0,Y Kavalyow,none,,
81637,237,666,"Euros 2020, Qualifiers",Netherlands vs Belarus,21.03.19,Belarus,BY,2019,FAIL,0,0.0,True,Lookup Required,False,0,Putsila,none,,
81736,336,671,"Euros 2020, Qualifiers",Belarus vs Germany,08.06.19,Belarus,BY,2019,FAIL,0,0.0,True,Lookup Required,False,0,Y Kavalyow,none,,
81779,379,673,"Euros 2020, Qualifiers",Belarus vs Northern Ireland,11.06.19,Belarus,BY,2019,FAIL,0,0.0,True,Lookup Required,False,0,Y Kavalyow,none,,
81813,413,674,"Euros 2020, Qualifiers",Estonia vs Belarus,06.09.19,Belarus,BY,2019,FAIL,0,0.0,True,Lookup Required,False,0,Y Kavalyow,none,,
81934,534,680,"Euros 2020, Qualifiers",Belarus vs Netherlands,13.10.19,Belarus,BY,2019,FAIL,0,0.0,True,Lookup Required,False,0,Y Kavalyow,none,,
81989,589,682,"Euros 2020, Qualifiers",Germany vs Belarus,16.11.19,Belarus,BY,2019,FAIL,0,0.0,True,Lookup Required,False,0,Y Kavalyow,none,,
82069,669,686,"Euros 2020, Qualifiers",Georgia vs Switzerland,23.03.19,Georgia,GE,2019,FAIL,0,0.0,True,Lookup Required,False,0,Gviliya,none,,
82145,745,689,"Euros 2020, Qualifiers",Ireland vs Georgia,26.03.19,Georgia,GE,2019,FAIL,0,0.0,True,Lookup Required,False,0,Gviliya,none,,
82157,757,690,"Euros 2020, Qualifiers",Georgia vs Gibraltar,07.06.19,Georgia,GE,2019,FAIL,0,0.0,True,Lookup Required,False,0,Gviliya,none,,
82213,813,692,"Euros 2020, Qualifiers",Denmark vs Georgia,10.06.19,Georgia,GE,2019,FAIL,0,0.0,True,Lookup Required,False,0,Gviliya,none,,
82500,0,4094,"World Cup 2022, Qualifiers, CONCACAF",British Virgin Islands vs Guatemala,27-Mar-21,British Virgin Islands,BVI,2021,FAIL,0,0.0,True,Lookup Required,False,0,Graham,none,,
82502,2,4094,"World Cup 2022, Qualifiers, CONCACAF",British Virgin Islands vs Guatemala,27-Mar-21,British Virgin Islands,BVI,2021,FAIL,0,0.0,True,Lookup Required,False,0,Bertie,none,,
82503,3,4094,"World Cup 2022, Qualifiers, CONCACAF",British Virgin Islands vs Guatemala,27-Mar-21,British Virgin Islands,BVI,2021,FAIL,0,0.0,True,Lookup Required,False,0,Wiltshire,none,,
82504,4,4094,"World Cup 2022, Qualifiers, CONCACAF",British Virgin Islands vs Guatemala,27-Mar-21,British Virgin Islands,BVI,2021,FAIL,0,0.0,True,Lookup Required,False,0,Medway,none,,
82505,5,4094,"World Cup 2022, Qualifiers, CONCACAF",British Virgin Islands vs Guatemala,27-Mar-21,British Virgin Islands,BVI,2021,FAIL,0,0.0,True,Lookup Required,False,0,Septus,none,,
82506,6,4094,"World Cup 2022, Qualifiers, CONCACAF",British Virgin Islands vs Guatemala,27-Mar-21,British Virgin Islands,BVI,2021,FAIL,0,0.0,True,Lookup Required,False,0,Wilson,none,,
