,Jersey Name,Name Match,Date,Nationality,Country Code,Match ID,Competition,Match
986,Alan,['Alan'],11-11-2021,China PR,CN,2632,"World Cup Qualifiers, Asia, 2022",China PR vs Oman
987,Helio Goncalves,['Hélio'],10-10-2019,Hong Kong,HK,2637,"World Cup Qualifiers, Asia, 2022",Iraq vs Hong Kong
988,Chen Wei-chuan,['Wei-Chuan Chen'],19-11-2019,Chinese Taipei,TW,2644,"World Cup Qualifiers, Asia, 2022",Jordan vs Chinese Taipei
989,Chen Jui-chieh,['Jui-Chieh Chen'],19-11-2019,Chinese Taipei,TW,2644,"World Cup Qualifiers, Asia, 2022",Jordan vs Chinese Taipei
990,Kim Min-Jae,['Min-jae Kim'],10-10-2019,South Korea,KR,2648,"World Cup Qualifiers, Asia, 2022",South Korea vs Sri Lanka
991,Kwon Kyung-Won,['Kyung-won Kwon'],10-10-2019,South Korea,KR,2648,"World Cup Qualifiers, Asia, 2022",South Korea vs Sri Lanka
992,Nam Tae-Hee,['Tae-hee Nam'],10-10-2019,South Korea,KR,2648,"World Cup Qualifiers, Asia, 2022",South Korea vs Sri Lanka
993,Lee Kang-In,['Kang-in Lee'],10-10-2019,South Korea,KR,2648,"World Cup Qualifiers, Asia, 2022",South Korea vs Sri Lanka
994,Kim Tae-Hwan,['Tae-hwan Kim'],29-03-2022,South Korea,KR,2654,"World Cup Qualifiers, Asia, 2022",United Arab Emirates vs South Korea
995,Kim Min-Jae,['Min-jae Kim'],29-03-2022,South Korea,KR,2654,"World Cup Qualifiers, Asia, 2022",United Arab Emirates vs South Korea
996,Kim Jin-Su,['Jin-su Kim'],29-03-2022,South Korea,KR,2654,"World Cup Qualifiers, Asia, 2022",United Arab Emirates vs South Korea
997,Lee Jae-Sung,['Jae-sung Lee'],29-03-2022,South Korea,KR,2654,"World Cup Qualifiers, Asia, 2022",United Arab Emirates vs South Korea
998,Kim Tae-Hwan,['Tae-hwan Kim'],09-06-2021,South Korea,KR,2660,"World Cup Qualifiers, Asia, 2022",Sri Lanka vs South Korea
999,Won Du-Jae,['Du-jae Won'],09-06-2021,South Korea,KR,2660,"World Cup Qualifiers, Asia, 2022",Sri Lanka vs South Korea
1000,Nam Tae-Hee,['Tae-hee Nam'],09-06-2021,South Korea,KR,2660,"World Cup Qualifiers, Asia, 2022",Sri Lanka vs South Korea
1001,Kim Tae-Hwan,['Tae-hwan Kim'],24-03-2022,South Korea,KR,2671,"World Cup Qualifiers, Asia, 2022",South Korea vs Iran
1002,Kim Min-Jae,['Min-jae Kim'],24-03-2022,South Korea,KR,2671,"World Cup Qualifiers, Asia, 2022",South Korea vs Iran
1003,Kim Jin-Su,['Jin-su Kim'],24-03-2022,South Korea,KR,2671,"World Cup Qualifiers, Asia, 2022",South Korea vs Iran
1004,Lee Jae-Sung,['Jae-sung Lee'],24-03-2022,South Korea,KR,2671,"World Cup Qualifiers, Asia, 2022",South Korea vs Iran
1005,Kim Min-Jae,['Min-jae Kim'],02-09-2021,South Korea,KR,2677,"World Cup Qualifiers, Asia, 2022",South Korea vs Iraq
1006,Hwang In-Beom,['In-beom Hwang'],02-09-2021,South Korea,KR,2677,"World Cup Qualifiers, Asia, 2022",South Korea vs Iraq
1007,Lee Jae-Sung,['Jae-sung Lee'],02-09-2021,South Korea,KR,2677,"World Cup Qualifiers, Asia, 2022",South Korea vs Iraq
1008,Kim Min-Jae,['Min-jae Kim'],14-11-2019,South Korea,KR,2678,"World Cup Qualifiers, Asia, 2022",Lebanon vs South Korea
1009,Kim Jin-Su,['Jin-su Kim'],14-11-2019,South Korea,KR,2678,"World Cup Qualifiers, Asia, 2022",Lebanon vs South Korea
1010,Hwang In-Beom,['In-beom Hwang'],14-11-2019,South Korea,KR,2678,"World Cup Qualifiers, Asia, 2022",Lebanon vs South Korea
1011,Lee Jae-Sung,['Jae-sung Lee'],14-11-2019,South Korea,KR,2678,"World Cup Qualifiers, Asia, 2022",Lebanon vs South Korea
1012,Nam Tae-Hee,['Tae-hee Nam'],14-11-2019,South Korea,KR,2678,"World Cup Qualifiers, Asia, 2022",Lebanon vs South Korea
1013,D Subašić,['Danijel Subasic'],12-11-2017,Croatia,HR,3184,"World Cup Qualifiers, Europe, 2018",Greece vs Croatia
1014,J Næs,['Jónas Tór Naes'],03-09-2017,Faroe Islands,FO,3188,"World Cup Qualifiers, Europe, 2018",Faroe Islands vs Andorra
1015,S Kjær,['Simon Kjaer'],11-11-2016,Denmark,DK,3189,"World Cup Qualifiers, Europe, 2018",Denmark vs Kazakhstan
1016,N Gyömbér,['Norbert Gyomber'],01-09-2017,Slovakia,SK,3191,"World Cup Qualifiers, Europe, 2018",Slovakia vs Slovenia
1017,A ćekić,['Aleksandar Scekic'],11-11-2016,Montenegro,ME,3195,"World Cup Qualifiers, Europe, 2018",Armenia vs Montenegro
1018,S Kjær,['Simon Kjaer'],14-11-2017,Denmark,DK,3206,"World Cup Qualifiers, Europe, 2018",Republic of Ireland vs Denmark
1019,S Kjær,['Simon Kjaer'],15-11-2021,Denmark,DK,3217,"World Cup Qualifiers, Europe, 2022",Scotland vs Denmark
1020,A ćekić,['Aleksandar Scekic'],11-10-2021,Montenegro,ME,3221,"World Cup Qualifiers, Europe, 2022",Norway vs Montenegro
1021,A Čerin,['Adam Gnezda Cerin'],14-11-2021,Slovenia,SI,3225,"World Cup Qualifiers, Europe, 2022",Slovenia vs Cyprus
1022,A Murić,['Arijanet Muric'],08-09-2021,Kosovo,XK,3227,"World Cup Qualifiers, Europe, 2022",Kosovo vs Spain
1023,V Kamešs,['Vladimirs Kamess'],04-09-2021,Latvia,LV,3231,"World Cup Qualifiers, Europe, 2022",Latvia vs Norway
1024,K Kārkliņš,['Kriss Karklins'],04-09-2021,Latvia,LV,3231,"World Cup Qualifiers, Europe, 2022",Latvia vs Norway
1025,C Pulišić,['Christian Pulisic'],08-07-2019,United States,US,3746,"Gold Cup, 2019",Mexico vs United States
1026,Rakitskyi,['Yaroslav Rakitskyi'],12.06.16,Ukraine,UA,1136,Euros 2016,Germany vs Ukraine
1027,Rakitskyi,['Yaroslav Rakitskyi'],16.06.16,Ukraine,UA,1137,Euros 2016,Ukraine vs Northern Ireland
1028,Deng Hanwen,['Hanwen Deng'],13-06-2017,China PR,CN,2280,"World Cup Qualifiers, Asia, 2018",Syria vs China PR
1029,Zhang Linpeng,['Linpeng Zhang'],13-06-2017,China PR,CN,2280,"World Cup Qualifiers, Asia, 2018",Syria vs China PR
1030,Xiaoting Feng,['Xiaoting Feng'],13-06-2017,China PR,CN,2280,"World Cup Qualifiers, Asia, 2018",Syria vs China PR
1031,Wang Shenchao,['Shenchao Wang'],13-06-2017,China PR,CN,2280,"World Cup Qualifiers, Asia, 2018",Syria vs China PR
1032,Huang Bowen,['Bowen Huang'],13-06-2017,China PR,CN,2280,"World Cup Qualifiers, Asia, 2018",Syria vs China PR
1033,Xi Wu,['Xi Wu'],13-06-2017,China PR,CN,2280,"World Cup Qualifiers, Asia, 2018",Syria vs China PR
1034,Hanchao Yu,['Hanchao Yu'],13-06-2017,China PR,CN,2280,"World Cup Qualifiers, Asia, 2018",Syria vs China PR
1035,Zhang Xizhe,['Xizhe Zhang'],13-06-2017,China PR,CN,2280,"World Cup Qualifiers, Asia, 2018",Syria vs China PR
1036,Wu Lei,['Lei Wu'],13-06-2017,China PR,CN,2280,"World Cup Qualifiers, Asia, 2018",Syria vs China PR
1037,Gao Lin,['Lin Gao'],13-06-2017,China PR,CN,2280,"World Cup Qualifiers, Asia, 2018",Syria vs China PR
1038,Kim Kee-Hee,['Kee-hee Kim'],15-11-2016,South Korea,KR,2283,"World Cup Qualifiers, Asia, 2018",South Korea vs Uzbekistan
1039,Jang Hyun-Soo,['Hyun-soo Jang'],15-11-2016,South Korea,KR,2283,"World Cup Qualifiers, Asia, 2018",South Korea vs Uzbekistan
1040,Nam Tae-Hee,['Tae-hee Nam'],15-11-2016,South Korea,KR,2283,"World Cup Qualifiers, Asia, 2018",South Korea vs Uzbekistan
1041,Wang Dalei,['Dalei Wang'],8-9-2015,China PR,CN,2291,"World Cup Qualifiers, Asia, 2018",Maldives vs China PR
1042,Zhang Linpeng,['Linpeng Zhang'],8-9-2015,China PR,CN,2291,"World Cup Qualifiers, Asia, 2018",Maldives vs China PR
1043,Mei Fang,['Fang Mei'],8-9-2015,China PR,CN,2291,"World Cup Qualifiers, Asia, 2018",Maldives vs China PR
1044,Ren Hang,['Hang Ren'],8-9-2015,China PR,CN,2291,"World Cup Qualifiers, Asia, 2018",Maldives vs China PR
1045,Xi Wu,['Xi Wu'],8-9-2015,China PR,CN,2291,"World Cup Qualifiers, Asia, 2018",Maldives vs China PR
1046,Yu Dabao,['Dabao Yu'],8-9-2015,China PR,CN,2291,"World Cup Qualifiers, Asia, 2018",Maldives vs China PR
1047,Hanchao Yu,['Hanchao Yu'],8-9-2015,China PR,CN,2291,"World Cup Qualifiers, Asia, 2018",Maldives vs China PR
1048,Choi Chul-Soon,['Chul-soon Choi'],28-03-2017,South Korea,KR,2297,"World Cup Qualifiers, Asia, 2018",South Korea vs Syria
1049,Jang Hyun-Soo,['Hyun-soo Jang'],28-03-2017,South Korea,KR,2297,"World Cup Qualifiers, Asia, 2018",South Korea vs Syria
1050,Kim Jin-Su,['Jin-su Kim'],28-03-2017,South Korea,KR,2297,"World Cup Qualifiers, Asia, 2018",South Korea vs Syria
1051,Nam Tae-Hee,['Tae-hee Nam'],28-03-2017,South Korea,KR,2297,"World Cup Qualifiers, Asia, 2018",South Korea vs Syria
1052,Chen Wei-chuan,['Wei-Chuan Chen'],24-03-2016,Chinese Taipei,TW,2298,"World Cup Qualifiers, Asia, 2018",Vietnam vs Chinese Taipei
1053,Chen Hao-wei,['Hao-Wei Chen'],24-03-2016,Chinese Taipei,TW,2298,"World Cup Qualifiers, Asia, 2018",Vietnam vs Chinese Taipei
1054,Chang Hao-wei,['Hao-Wei Chang'],16-06-2015,Chinese Taipei,TW,2299,"World Cup Qualifiers, Asia, 2018",Chinese Taipei vs Thailand
1055,Wei Yu-jen,['Yu-Jen Wei'],16-06-2015,Chinese Taipei,TW,2299,"World Cup Qualifiers, Asia, 2018",Chinese Taipei vs Thailand
1056,Jang Hyun-Soo,['Hyun-soo Jang'],8-9-2015,South Korea,KR,2310,"World Cup Qualifiers, Asia, 2018",Lebanon vs South Korea
1057,Kim Jin-Su,['Jin-su Kim'],8-9-2015,South Korea,KR,2310,"World Cup Qualifiers, Asia, 2018",Lebanon vs South Korea
1058,Jang Hyun-Soo,['Hyun-soo Jang'],16-06-2015,South Korea,KR,2322,"World Cup Qualifiers, Asia, 2018",Myanmar vs South Korea
1059,Kim Jin-Su,['Jin-su Kim'],16-06-2015,South Korea,KR,2322,"World Cup Qualifiers, Asia, 2018",Myanmar vs South Korea
1060,Lee Jae-Sung,['Jae-sung Lee'],16-06-2015,South Korea,KR,2322,"World Cup Qualifiers, Asia, 2018",Myanmar vs South Korea
1061,Jang Hyun-Soo,['Hyun-soo Jang'],11-10-2016,South Korea,KR,2323,"World Cup Qualifiers, Asia, 2018",Iran vs South Korea
1062,Kim Kee-Hee,['Kee-hee Kim'],11-10-2016,South Korea,KR,2323,"World Cup Qualifiers, Asia, 2018",Iran vs South Korea
1063,Yang Zhi,['Zhi Yang'],11-10-2016,China PR,CN,2324,"World Cup Qualifiers, Asia, 2018",Uzbekistan vs China PR
1064,Zhao Mingjian,['Mingjian Zhao'],11-10-2016,China PR,CN,2324,"World Cup Qualifiers, Asia, 2018",Uzbekistan vs China PR
1065,Xiaoting Feng,['Xiaoting Feng'],11-10-2016,China PR,CN,2324,"World Cup Qualifiers, Asia, 2018",Uzbekistan vs China PR
1066,Du Wei,['Wei Du'],11-10-2016,China PR,CN,2324,"World Cup Qualifiers, Asia, 2018",Uzbekistan vs China PR
1067,Ren Hang,['Hang Ren'],11-10-2016,China PR,CN,2324,"World Cup Qualifiers, Asia, 2018",Uzbekistan vs China PR
1068,Zhang Chengdong,['Chengdong Zhang'],11-10-2016,China PR,CN,2324,"World Cup Qualifiers, Asia, 2018",Uzbekistan vs China PR
1069,Junmin Hao,['Junmin Hao'],11-10-2016,China PR,CN,2324,"World Cup Qualifiers, Asia, 2018",Uzbekistan vs China PR
1070,Cai Huikang,['Huikang Cai'],11-10-2016,China PR,CN,2324,"World Cup Qualifiers, Asia, 2018",Uzbekistan vs China PR
1071,Sun Ke,['Ke Sun'],11-10-2016,China PR,CN,2324,"World Cup Qualifiers, Asia, 2018",Uzbekistan vs China PR
1072,Jiang Ning,['Ning Jiang'],11-10-2016,China PR,CN,2324,"World Cup Qualifiers, Asia, 2018",Uzbekistan vs China PR
1073,Wu Lei,['Lei Wu'],11-10-2016,China PR,CN,2324,"World Cup Qualifiers, Asia, 2018",Uzbekistan vs China PR
1074,Jang Hyun-Soo,['Hyun-soo Jang'],6-9-2016,South Korea,KR,2325,"World Cup Qualifiers, Asia, 2018",Syria vs South Korea
1075,Lee Jae-Sung,['Jae-sung Lee'],6-9-2016,South Korea,KR,2325,"World Cup Qualifiers, Asia, 2018",Syria vs South Korea
1076,Jang Hyun-Soo,['Hyun-soo Jang'],24-03-2016,South Korea,KR,2480,"World Cup Qualifiers, Asia, 2018",South Korea vs Lebanon
1077,Kim Kee-Hee,['Kee-hee Kim'],24-03-2016,South Korea,KR,2480,"World Cup Qualifiers, Asia, 2018",South Korea vs Lebanon
1078,Kim Jin-Su,['Jin-su Kim'],24-03-2016,South Korea,KR,2480,"World Cup Qualifiers, Asia, 2018",South Korea vs Lebanon
1079,Lee Jae-Sung,['Jae-sung Lee'],24-03-2016,South Korea,KR,2480,"World Cup Qualifiers, Asia, 2018",South Korea vs Lebanon
1080,Kim Tae-Hwan,['Tae-hwan Kim'],01-02-2022,South Korea,KR,2484,"World Cup Qualifiers, Asia, 2022",Syria vs South Korea
1081,Kim Min-Jae,['Min-jae Kim'],01-02-2022,South Korea,KR,2484,"World Cup Qualifiers, Asia, 2022",Syria vs South Korea
1082,Kim Jin-Su,['Jin-su Kim'],01-02-2022,South Korea,KR,2484,"World Cup Qualifiers, Asia, 2022",Syria vs South Korea
1083,Lee Jae-Sung,['Jae-sung Lee'],01-02-2022,South Korea,KR,2484,"World Cup Qualifiers, Asia, 2022",Syria vs South Korea
1084,Hwang In-Beom,['In-beom Hwang'],01-02-2022,South Korea,KR,2484,"World Cup Qualifiers, Asia, 2022",Syria vs South Korea
1085,Cho Gue-Sung,['Gue-sung Cho'],01-02-2022,South Korea,KR,2484,"World Cup Qualifiers, Asia, 2022",Syria vs South Korea
1086,Chen Wei-chuan,['Wei-Chuan Chen'],15-10-2019,Chinese Taipei,TW,2486,"World Cup Qualifiers, Asia, 2022",Chinese Taipei vs Australia
1087,Chen Hao-wei,['Hao-Wei Chen'],15-10-2019,Chinese Taipei,TW,2486,"World Cup Qualifiers, Asia, 2022",Chinese Taipei vs Australia
1088,Pai Shao-yu,['Shao-Yu Pai'],03-06-2021,Chinese Taipei,TW,2488,"World Cup Qualifiers, Asia, 2022",Nepal vs Chinese Taipei
1089,Chen Wei-chuan,['Wei-Chuan Chen'],03-06-2021,Chinese Taipei,TW,2488,"World Cup Qualifiers, Asia, 2022",Nepal vs Chinese Taipei
1090,Chen Jui-chieh,['Jui-Chieh Chen'],03-06-2021,Chinese Taipei,TW,2488,"World Cup Qualifiers, Asia, 2022",Nepal vs Chinese Taipei
1091,Yan Junling,['Junling Yan'],12-10-2021,China PR,CN,2489,"World Cup Qualifiers, Asia, 2022",Saudi Arabia vs China PR
1092,Zhu Chenjie,['Chenjie Zhu'],12-10-2021,China PR,CN,2489,"World Cup Qualifiers, Asia, 2022",Saudi Arabia vs China PR
1093,Zhang Linpeng,['Linpeng Zhang'],12-10-2021,China PR,CN,2489,"World Cup Qualifiers, Asia, 2022",Saudi Arabia vs China PR
1094,Jin Jingdao,['Jingdao Jin'],12-10-2021,China PR,CN,2489,"World Cup Qualifiers, Asia, 2022",Saudi Arabia vs China PR
1095,Chi Zhongguo,['Zhongguo Chi'],12-10-2021,China PR,CN,2489,"World Cup Qualifiers, Asia, 2022",Saudi Arabia vs China PR
1096,Xi Wu,['Xi Wu'],12-10-2021,China PR,CN,2489,"World Cup Qualifiers, Asia, 2022",Saudi Arabia vs China PR
1097,Wang Shenchao,['Shenchao Wang'],12-10-2021,China PR,CN,2489,"World Cup Qualifiers, Asia, 2022",Saudi Arabia vs China PR
1098,Zhang Yuning,['Yuning Zhang'],12-10-2021,China PR,CN,2489,"World Cup Qualifiers, Asia, 2022",Saudi Arabia vs China PR
1099,Wu Lei,['Lei Wu'],12-10-2021,China PR,CN,2489,"World Cup Qualifiers, Asia, 2022",Saudi Arabia vs China PR
1100,Kim Min-Jae,['Min-jae Kim'],07-10-2021,South Korea,KR,2501,"World Cup Qualifiers, Asia, 2022",South Korea vs Syria
1101,Hwang In-Beom,['In-beom Hwang'],07-10-2021,South Korea,KR,2501,"World Cup Qualifiers, Asia, 2022",South Korea vs Syria
1102,Yan Junling,['Junling Yan'],27-01-2022,China PR,CN,2506,"World Cup Qualifiers, Asia, 2022",Japan vs China PR
1103,Zhang Linpeng,['Linpeng Zhang'],27-01-2022,China PR,CN,2506,"World Cup Qualifiers, Asia, 2022",Japan vs China PR
1104,Zhu Chenjie,['Chenjie Zhu'],27-01-2022,China PR,CN,2506,"World Cup Qualifiers, Asia, 2022",Japan vs China PR
1105,Zheng Zheng,['Zheng Zheng'],27-01-2022,China PR,CN,2506,"World Cup Qualifiers, Asia, 2022",Japan vs China PR
1106,Xu Xin,['Xin Xu'],27-01-2022,China PR,CN,2506,"World Cup Qualifiers, Asia, 2022",Japan vs China PR
1107,Wang Shenchao,['Shenchao Wang'],27-01-2022,China PR,CN,2506,"World Cup Qualifiers, Asia, 2022",Japan vs China PR
1108,Wu Lei,['Lei Wu'],27-01-2022,China PR,CN,2506,"World Cup Qualifiers, Asia, 2022",Japan vs China PR
1109,Xi Wu,['Xi Wu'],27-01-2022,China PR,CN,2506,"World Cup Qualifiers, Asia, 2022",Japan vs China PR
1110,Junmin Hao,['Junmin Hao'],27-01-2022,China PR,CN,2506,"World Cup Qualifiers, Asia, 2022",Japan vs China PR
1111,Zhang Yuning,['Yuning Zhang'],27-01-2022,China PR,CN,2506,"World Cup Qualifiers, Asia, 2022",Japan vs China PR
1112,Yan Junling,['Junling Yan'],7-6-2021,China PR,CN,2507,"World Cup Qualifiers, Asia, 2022",China PR vs Philippines
1113,Tang Miao,['Miao Tang'],7-6-2021,China PR,CN,2507,"World Cup Qualifiers, Asia, 2022",China PR vs Philippines
1114,Zhang Linpeng,['Linpeng Zhang'],7-6-2021,China PR,CN,2507,"World Cup Qualifiers, Asia, 2022",China PR vs Philippines
1115,Wang Shenchao,['Shenchao Wang'],7-6-2021,China PR,CN,2507,"World Cup Qualifiers, Asia, 2022",China PR vs Philippines
1116,Jin Jingdao,['Jingdao Jin'],7-6-2021,China PR,CN,2507,"World Cup Qualifiers, Asia, 2022",China PR vs Philippines
1117,Xi Wu,['Xi Wu'],7-6-2021,China PR,CN,2507,"World Cup Qualifiers, Asia, 2022",China PR vs Philippines
1118,Zhang Xizhe,['Xizhe Zhang'],7-6-2021,China PR,CN,2507,"World Cup Qualifiers, Asia, 2022",China PR vs Philippines
1119,Wu Xinghan,['Xinghan Wu'],7-6-2021,China PR,CN,2507,"World Cup Qualifiers, Asia, 2022",China PR vs Philippines
1120,Wu Lei,['Lei Wu'],7-6-2021,China PR,CN,2507,"World Cup Qualifiers, Asia, 2022",China PR vs Philippines
1121,Helio Goncalves,['Hélio'],15-06-2021,Hong Kong,HK,2512,"World Cup Qualifiers, Asia, 2022",Bahrain vs Hong Kong
1122,Cheng Siu Kwang,['Siu-Kwan Cheng'],15-06-2021,Hong Kong,HK,2512,"World Cup Qualifiers, Asia, 2022",Bahrain vs Hong Kong
1123,Chen Wei-chuan,['Wei-Chuan Chen'],10-09-2019,Chinese Taipei,TW,2514,"World Cup Qualifiers, Asia, 2022",Chinese Taipei vs Nepal
1124,Chen Hao-wei,['Hao-Wei Chen'],10-09-2019,Chinese Taipei,TW,2514,"World Cup Qualifiers, Asia, 2022",Chinese Taipei vs Nepal
1125,Chen Jui-chieh,['Jui-Chieh Chen'],10-09-2019,Chinese Taipei,TW,2514,"World Cup Qualifiers, Asia, 2022",Chinese Taipei vs Nepal
1126,Kim Min-Jae,['Min-jae Kim'],05-06-2021,South Korea,KR,2517,"World Cup Qualifiers, Asia, 2022",South Korea vs Turkmenistan
1127,Lee Jae-Sung,['Jae-sung Lee'],05-06-2021,South Korea,KR,2517,"World Cup Qualifiers, Asia, 2022",South Korea vs Turkmenistan
1128,Nam Tae-Hee,['Tae-hee Nam'],05-06-2021,South Korea,KR,2517,"World Cup Qualifiers, Asia, 2022",South Korea vs Turkmenistan
1129,Lee Jae-Sung,['Jae-sung Lee'],13-06-2021,South Korea,KR,2519,"World Cup Qualifiers, Asia, 2022",South Korea vs Lebanon
1130,M Poté,['Mickael Pote'],10-10-2021,Benin,BJ,2126,"World Cup Qualifiers, Africa, 2022",Benin vs Tanzania
1131,Ernan Siluane,['Ernan'],13-11-2021,Mozambique,MZ,2145,"World Cup Qualifiers, Africa, 2022",Cote d'Ivoire vs Mozambique
1132,Gildo Vilanculos,['Gildo'],13-11-2021,Mozambique,MZ,2145,"World Cup Qualifiers, Africa, 2022",Cote d'Ivoire vs Mozambique
1133,J Kiassumbua,['Joël Kiassumbua'],02-09-2021,Congo DR,DR,2150,"World Cup Qualifiers, Africa, 2022",Congo DR vs Tanzania
1134,D Mukoko Amale,['Dieumerci Amale'],02-09-2021,Congo DR,DR,2150,"World Cup Qualifiers, Africa, 2022",Congo DR vs Tanzania
1135,C Luyindama,['Christian Luyindama'],02-09-2021,Congo DR,DR,2150,"World Cup Qualifiers, Africa, 2022",Congo DR vs Tanzania
1136,M Tisserand,['Marcel Tisserand'],02-09-2021,Congo DR,DR,2150,"World Cup Qualifiers, Africa, 2022",Congo DR vs Tanzania
1137,N Muzinga,['Ngonda Muzinga'],02-09-2021,Congo DR,DR,2150,"World Cup Qualifiers, Africa, 2022",Congo DR vs Tanzania
1138,C Akolo,['Chadrac Akolo'],02-09-2021,Congo DR,DR,2150,"World Cup Qualifiers, Africa, 2022",Congo DR vs Tanzania
1139,C Mbemba,['Chancel Mbemba'],02-09-2021,Congo DR,DR,2150,"World Cup Qualifiers, Africa, 2022",Congo DR vs Tanzania
1140,S Moutoussamy,['Samuel Moutoussamy'],02-09-2021,Congo DR,DR,2150,"World Cup Qualifiers, Africa, 2022",Congo DR vs Tanzania
1141,Y Bolasie,['Yannick Bolasie'],02-09-2021,Congo DR,DR,2150,"World Cup Qualifiers, Africa, 2022",Congo DR vs Tanzania
1142,D Mbokani,['Dieumerci Mbokani'],02-09-2021,Congo DR,DR,2150,"World Cup Qualifiers, Africa, 2022",Congo DR vs Tanzania
1143,C Bakambu,['Cédric Bakambu'],02-09-2021,Congo DR,DR,2150,"World Cup Qualifiers, Africa, 2022",Congo DR vs Tanzania
1144,Jang Hyunsoo,['Hyun-soo Jang'],18.06.18,South Korea,KR,270,World Cup 2018,Sweden vs South Korea
1145,Kim Minwoo,['Min-woo Kim'],23.06.18,South Korea,KR,271,World Cup 2018,South Korea vs Mexico
1146,Jang Hyunsoo,['Hyun-soo Jang'],23.06.18,South Korea,KR,271,World Cup 2018,South Korea vs Mexico
1147,Moon Seonmin,['Seon-min Moon'],23.06.18,South Korea,KR,271,World Cup 2018,South Korea vs Mexico
1148,Jang Hyunsoo,['Hyun-soo Jang'],27.06.18,South Korea,KR,273,World Cup 2018,South Korea vs Germany
1149,Jung Wooyoung,['Woo-young Jung'],27.06.18,South Korea,KR,273,World Cup 2018,South Korea vs Germany
1150,Moon Seonmin,['Seon-min Moon'],27.06.18,South Korea,KR,273,World Cup 2018,South Korea vs Germany
1151,Kim Jin-Su,['Jin-su Kim'],05.12.22,South Korea,KR,301,World Cup 2022,Brazil vs South Korea
1152,Jung Wooyoung,['Woo-young Jung'],05.12.22,South Korea,KR,301,World Cup 2022,Brazil vs South Korea
1153,D Luís,['Daniel Luis'],20-06-2019,Cuba,CU,3728,"Gold Cup, 2019",Cuba vs Martinique
1154,C Pulišić,['Christian Pulisic'],19-06-2019,United States,US,3729,"Gold Cup, 2019",United States vs Guyana
1155,C Pulišić,['Christian Pulisic'],01-07-2019,United States,US,3731,"Gold Cup, 2019",United States vs Curaçao
1156,C Pulišić,['Christian Pulisic'],23-06-2019,United States,US,3737,"Gold Cup, 2019",United States vs Trinidad and Tobago
1157,C Pulišić,['Christian Pulisic'],04-07-2019,United States,US,3738,"Gold Cup, 2019",Jamaica vs United States
1158,D Subašić,['Danijel Subasic'],03-09-2017,Croatia,HR,2991,"World Cup Qualifiers, Europe, 2018",Croatia vs Kosovo
1159,M uriš,['Michal Duris'],04-09-2016,Slovakia,SK,2992,"World Cup Qualifiers, Europe, 2018",Slovakia vs England
1160,Thiago Alcântara,['Thiago'],11-06-2017,Spain,ES,2994,"World Cup Qualifiers, Europe, 2018",North Macedonia vs Spain
1161,S Kjær,['Simon Kjaer'],11-11-2017,Denmark,DK,2999,"World Cup Qualifiers, Europe, 2018",Denmark vs Republic of Ireland
1162,Thiago Alcântara,['Thiago'],05-09-2016,Spain,ES,3005,"World Cup Qualifiers, Europe, 2018",Spain vs Liechtenstein
1163,D Subašić,['Danijel Subasic'],24-03-2017,Croatia,HR,3006,"World Cup Qualifiers, Europe, 2018",Croatia vs Ukraine
1164,Thiago Alcântara,['Thiago'],12-11-2016,Spain,ES,3007,"World Cup Qualifiers, Europe, 2018",Spain vs North Macedonia
1165,E Bičakčić,['Ermin Bicakcic'],25-03-2017,Bosnia-Herzegovina-Herzegovina,BA,3017,"World Cup Qualifiers, Europe, 2018",Bosnia-Herzegovina-Herzegovina vs Gibraltar
1166,E Višća,['Edin Visca'],25-03-2017,Bosnia-Herzegovina-Herzegovina,BA,3017,"World Cup Qualifiers, Europe, 2018",Bosnia-Herzegovina-Herzegovina vs Gibraltar
1167,J Næs,['Jónas Tór Naes'],31-08-2017,Faroe Islands,FO,3018,"World Cup Qualifiers, Europe, 2018",Portugal vs Faroe Islands
1168,M uriš,['Michal Duris'],11-10-2016,Slovakia,SK,3021,"World Cup Qualifiers, Europe, 2018",Slovakia vs Scotland
1169,A ćekić,['Aleksandar Scekic'],26-03-2017,Montenegro,ME,3022,"World Cup Qualifiers, Europe, 2018",Montenegro vs Poland
1170,A ćekić,['Aleksandar Scekic'],08-10-2017,Montenegro,ME,3023,"World Cup Qualifiers, Europe, 2018",Poland vs Montenegro
1171,M Oršić,['Mislav Orsic'],30-03-2021,Croatia,HR,3240,"World Cup Qualifiers, Europe, 2022",Croatia vs Malta
1172,A ćekić,['Aleksandar Scekic'],04-09-2021,Montenegro,ME,3249,"World Cup Qualifiers, Europe, 2022",Netherlands vs Montenegro
1173,S Kjær,['Simon Kjaer'],09-10-2021,Denmark,DK,3251,"World Cup Qualifiers, Europe, 2022",Moldova vs Denmark
1174,A Čerin,['Adam Gnezda Cerin'],08-10-2021,Slovenia,SI,3255,"World Cup Qualifiers, Europe, 2022",Malta vs Slovenia
1175,I ehić,['Ibrahim Sehic'],01-09-2021,Bosnia-Herzegovina-Herzegovina,BA,3257,"World Cup Qualifiers, Europe, 2022",France vs Bosnia-Herzegovina-Herzegovina
1176,M Sušić,['Mateo Susic'],01-09-2021,Bosnia-Herzegovina-Herzegovina,BA,3257,"World Cup Qualifiers, Europe, 2022",France vs Bosnia-Herzegovina-Herzegovina
1177,S Kjær,['Simon Kjaer'],01-09-2021,Denmark,DK,3264,"World Cup Qualifiers, Europe, 2022",Denmark vs Scotland
